test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.12585998035538093,0.24935116143036307,0.12349118107498214,0.0015453657571269364,0.0014320533300001945,0.001698661967387227,True,True,domain_balanced,0,20260830
01,extra_trees,0.07602947418896822,0.24213157312606626,0.16610209893709804,0.0015888022341314018,0.0014389234499339815,0.001698661967387227,True,True,domain_balanced,0,20260830
02,random_forest,0.11393155591577575,0.12857313168243545,0.014641575766659698,0.001308529392570973,0.0012976731547440468,0.0014442502765940326,True,True,domain_balanced,0,20260830
02,extra_trees,0.17601361877961796,0.22165604469181044,0.045642425912192475,0.0012618561948865607,0.001226409838253481,0.0014442502765940326,True,True,domain_balanced,0,20260830
01,random_forest,0.03808345382673628,0.012362309402499161,-0.02572114442423712,0.0015131230842048886,0.0015332196865236885,0.0015917393687932622,True,True,domain_balanced,1,20260831
01,extra_trees,0.1225700179262027,0.0852365213994768,-0.03733349652672591,0.0014451462306611445,0.001475570513133509,0.0015917393687932622,True,True,domain_balanced,1,20260831
02,random_forest,0.09976329826120656,0.08723869768372694,-0.012524600577479617,0.0012620913129081108,0.0012708404502643378,0.001386665850713079,True,True,domain_balanced,1,20260831
02,extra_trees,0.22178852416250472,0.22452856071738259,0.002740036554877867,0.0011734409381843503,0.001171373308527253,0.001386665850713079,True,True,domain_balanced,1,20260831
01,random_forest,-0.004472598161688213,-0.01019206248885296,-0.005719464327164747,0.001612857586629046,0.001617442872167346,0.001656252935899617,False,False,domain_balanced,2,20260832
01,extra_trees,0.09108539777988789,0.10804469571861686,0.016959297938728968,0.0015342230909809905,0.0015198422762676786,0.001656252935899617,True,True,domain_balanced,2,20260832
02,random_forest,0.041871991459607294,0.05125356877172382,0.009381577312116529,0.001276306725519132,0.0012700428312396488,0.0013614677432362274,True,True,domain_balanced,2,20260832
02,extra_trees,0.17182796043712256,0.19662381387896166,0.0247958534418391,0.0011865978901029455,0.001168699254148891,0.0013614677432362274,True,True,domain_balanced,2,20260832
01,random_forest,0.1622898849815798,0.2547889997518308,0.09249911477025097,0.0014380686699087856,0.0013563518795479779,0.0016192995185295548,True,True,domain_balanced,3,20260833
01,extra_trees,0.12148153651039384,0.269137607920365,0.14765607140997117,0.0014726793315161212,0.0013432305247955245,0.0016192995185295548,True,True,domain_balanced,3,20260833
02,random_forest,0.16174555951370262,0.1618379045538877,9.234504018507117e-05,0.0012701766227050282,0.0012701066572290511,0.0014415615412361187,True,True,domain_balanced,3,20260833
02,extra_trees,0.2424951026940717,0.2418280460016794,-0.0006670566923923094,0.0012074493067702335,0.0012079808280219613,0.0014415615412361187,True,True,domain_balanced,3,20260833
01,random_forest,-0.04546052834546921,-0.0276316930546725,0.017828835290796707,0.00172369034688218,0.0017089296076331776,0.0017307109874046664,False,False,domain_balanced,4,20260834
01,extra_trees,0.05437253049260382,0.07269114618125272,0.018318615688648898,0.0016393265361445588,0.0016233704353852392,0.0017307109874046664,True,True,domain_balanced,4,20260834
02,random_forest,0.05219289329910992,0.0814556991789086,0.02926280587979868,0.0012694423675256802,0.0012496922076989968,0.0013614956881453887,True,True,domain_balanced,4,20260834
02,extra_trees,0.14378081922748343,0.16951845565545753,0.02573763642797411,0.0012065504463959129,0.0011882778484792595,0.0013614956881453887,True,True,domain_balanced,4,20260834
