test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.026412112674010224,0.0937878657271285,0.06737575305311827,0.0016320225921302148,0.0015745393615408474,0.0016997652207261095,True,True,domainwise_residualizer,25,20260855
01,extra_trees,0.06684010213208513,0.16265696665447982,0.09581686452239468,0.0015977786688997834,0.0015135274121192645,0.0016997652207261095,True,True,domainwise_residualizer,25,20260855
02,random_forest,0.11078556300768116,0.1592396016687322,0.048454038661051024,0.0012908223364399216,0.00125516072946695,0.0014238190980171547,True,True,domainwise_residualizer,25,20260855
02,extra_trees,0.18875821905609336,0.25317502973729866,0.0644168106812053,0.001232929869651815,0.0011829670127048379,0.0014238190980171547,True,True,domainwise_residualizer,25,20260855
01,random_forest,0.02305897994444972,0.09288416622820606,0.06982518628375634,0.0016444465092059382,0.0015845901517470362,0.0017092335486030888,True,True,domainwise_residualizer,26,20260856
01,extra_trees,0.08497883027523023,0.17729764475687082,0.09231881448164059,0.0015914798693227128,0.0015090615335067127,0.0017092335486030888,True,True,domainwise_residualizer,26,20260856
02,random_forest,0.08562396573655529,0.14533743085170592,0.05971346511515063,0.0012914739691415097,0.0012485920967286186,0.0014062495905058435,True,True,domainwise_residualizer,26,20260856
02,extra_trees,0.18258396285571632,0.24922505891765667,0.06664109606194035,0.0012210819642977668,0.001170248582966161,0.0014062495905058435,True,True,domainwise_residualizer,26,20260856
01,random_forest,0.023209608751385113,0.0898903798925138,0.06668077114112869,0.0016471032774546654,0.0015898896951477154,0.001711975130998067,True,True,domainwise_residualizer,27,20260857
01,extra_trees,0.07748259273723557,0.1857642917420652,0.10828169900482965,0.0016006907189714413,0.0015038177761816849,0.001711975130998067,True,True,domainwise_residualizer,27,20260857
02,random_forest,0.08584663036908213,0.14798976403110164,0.06214313366201951,0.001292622561908314,0.001247913853404557,0.001407561371575385,True,True,domainwise_residualizer,27,20260857
02,extra_trees,0.18668461560195293,0.23647046486874035,0.04978584926678742,0.0012192469937473745,0.0011813405740483689,0.001407561371575385,True,True,domainwise_residualizer,27,20260857
01,random_forest,0.020159028056278228,0.09960514732646564,0.07944611927018741,0.001648422791451931,0.0015801827429776664,0.0017107453849302262,True,True,domainwise_residualizer,28,20260858
01,extra_trees,0.06490320978127584,0.12646458336379174,0.0615613735825159,0.0016103456183669768,0.001556435298602246,0.0017107453849302262,True,True,domainwise_residualizer,28,20260858
02,random_forest,0.12286418985841097,0.1663809599108289,0.04351677005241794,0.0013012069011964279,0.0012685183375993202,0.001443520601261996,True,True,domainwise_residualizer,28,20260858
02,extra_trees,0.21666849195928117,0.20845310358617175,-0.008215388373109422,0.0012296619503140848,0.0012360933278087658,0.001443520601261996,True,True,domainwise_residualizer,28,20260858
01,random_forest,0.03991401437829134,0.0959005929300567,0.055986578551765365,0.001621049529395427,0.00157307457393325,0.001700145628001475,True,True,domainwise_residualizer,29,20260859
01,extra_trees,0.0646669865737094,0.15442418618446108,0.08975719961075168,0.001600016093620574,0.001521309213192134,0.001700145628001475,True,True,domainwise_residualizer,29,20260859
02,random_forest,0.12345798154013021,0.1723361588927914,0.0488781773526612,0.0012920009719744041,0.0012554616807874184,0.0014345117844164724,True,True,domainwise_residualizer,29,20260859
02,extra_trees,0.19081087346157743,0.2283109621305497,0.03750008866897225,0.0012413706977858097,0.001212265194061674,0.0014345117844164724,True,True,domainwise_residualizer,29,20260859
