test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.11921231412132682,0.09151539950121934,-0.027696914620107482,0.00153141143098564,0.0015553031530073367,0.001678120230414796,True,True,domainwise_residualizer,10,20260840
01,extra_trees,0.12089071429307952,0.11768357217407166,-0.0032071421190078553,0.0015299516314800064,0.0015327398543744488,0.001678120230414796,True,True,domainwise_residualizer,10,20260840
02,random_forest,0.08992926810840696,0.07527723162015743,-0.014652036488249531,0.0012746878322643677,0.0012849080259336742,0.0013924204382958986,True,True,domainwise_residualizer,10,20260840
02,extra_trees,0.17447742847387504,0.16627794013297548,-0.008199488340899563,0.0012140337005665876,0.001220047987396887,0.0013924204382958986,True,True,domainwise_residualizer,10,20260840
01,random_forest,0.01963980554407707,0.08854106089288871,0.06890125534881164,0.001645386237469423,0.0015865127990288576,0.00170733090482441,True,True,domainwise_residualizer,11,20260841
01,extra_trees,0.0731483551201979,0.16953687768885994,0.09638852256866204,0.0015998532145932887,0.001514381172705673,0.00170733090482441,True,True,domainwise_residualizer,11,20260841
02,random_forest,0.10681652483728932,0.15638763396271882,0.0495711091254295,0.0012904995500102358,0.0012541774451573342,0.0014205637259145708,True,True,domainwise_residualizer,11,20260841
02,extra_trees,0.18391102937980264,0.24127024874953074,0.0573592193697281,0.0012335486203179245,0.0011894086007821153,0.0014205637259145708,True,True,domainwise_residualizer,11,20260841
01,random_forest,0.02625664585890497,0.0778368555118285,0.05158020965292354,0.0016546305086198871,0.001610210502429359,0.0017219387294866433,True,True,domainwise_residualizer,12,20260842
01,extra_trees,0.0663749170094321,0.1370853077708174,0.0707103907613853,0.001620186577619673,0.001557624272415885,0.0017219387294866433,True,True,domainwise_residualizer,12,20260842
02,random_forest,0.08233142490676537,0.12725340521966033,0.04492198031289496,0.001323948229511669,0.0012911364883510799,0.0014365051982205695,True,True,domainwise_residualizer,12,20260842
02,extra_trees,0.2104206870721428,0.21677620414017984,0.006355517068037053,0.0012280780069507092,0.0012231254706010098,0.0014365051982205695,True,True,domainwise_residualizer,12,20260842
01,random_forest,0.022498301365011075,0.09002537455661919,0.06752707319160811,0.0016396249604823292,0.0015819778622908269,0.0017040225560946427,True,True,domainwise_residualizer,13,20260843
01,extra_trees,0.08331331212132653,0.16257491537492486,0.07926160325359832,0.0015878015552266101,0.0015176049820901543,0.0017040225560946427,True,True,domainwise_residualizer,13,20260843
02,random_forest,0.08016722259597953,0.14177288773624908,0.06160566514026955,0.001286686082114455,0.0012428516058602154,0.0013976040404951669,True,True,domainwise_residualizer,13,20260843
02,extra_trees,0.17473897154428109,0.23686517826091957,0.06212620671663849,0.0012187477616281053,0.0011719762156168312,0.0013976040404951669,True,True,domainwise_residualizer,13,20260843
01,random_forest,0.09537024177567788,0.13341802301849015,0.03804778124281227,0.0015386196277284733,0.0015059156946415604,0.0016644441574937788,True,True,domainwise_residualizer,14,20260844
01,extra_trees,0.06761370765088104,0.1585524505648922,0.09093874291401116,0.001562045835503231,0.0014839161392794888,0.0016644441574937788,True,True,domainwise_residualizer,14,20260844
02,random_forest,0.1738947900825384,0.17534021655642928,0.0014454264738908984,0.001251069966531317,0.0012499749962269385,0.0014311156300552037,True,True,domainwise_residualizer,14,20260844
02,extra_trees,0.23831663083613674,0.2528732800984017,0.014556649262264965,0.001201299107689553,0.0011897646255350646,0.0014311156300552037,True,True,domainwise_residualizer,14,20260844
