test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.09795712971815662,0.2136595659352144,0.11570243621705778,0.0015968539884084055,0.001490928862442073,0.0017263545619918864,True,True,domain_balanced,20,20260850
01,extra_trees,0.0743695653601728,0.2145327149523084,0.1401631495921356,0.0016175973661878473,0.0014901008720486703,0.0017263545619918864,True,True,domain_balanced,20,20260850
02,random_forest,0.09770350524211846,0.12072930543056382,0.023025800188445356,0.0013069300249149388,0.0012901464141169556,0.0014305480991998823,True,True,domain_balanced,20,20260850
02,extra_trees,0.16542081876611692,0.20120983534103776,0.03578901657492084,0.0012569311049831652,0.001229685507598782,0.0014305480991998823,True,True,domain_balanced,20,20260850
01,random_forest,-0.014063333385702093,0.06538449636802357,0.07944782975372566,0.0017495687106591131,0.0016796351467133791,0.0017810072824118442,False,True,domain_balanced,21,20260851
01,extra_trees,0.05629073548607022,0.15517147543917298,0.09888073995310276,0.001687786747933546,0.001596918483728615,0.0017810072824118442,True,True,domain_balanced,21,20260851
02,random_forest,0.021040018631865998,0.08852831963660512,0.06748830100473913,0.0013130343949141767,0.001266966765974614,0.0013836763264822249,True,True,domain_balanced,21,20260851
02,extra_trees,0.13420356612823503,0.20782866403388256,0.07362509790564753,0.0012348139566989113,0.0011811449435326206,0.0013836763264822249,True,True,domain_balanced,21,20260851
01,random_forest,0.06962303303931339,0.15270900940567445,0.08308597636636106,0.0016610486342028578,0.0015851456294595605,0.0017660691908304809,True,True,domain_balanced,22,20260852
01,extra_trees,0.07236906335941273,0.18917099603473275,0.11680193267532002,0.001658595509963685,0.001550663309253395,0.0017660691908304809,True,True,domain_balanced,22,20260852
02,random_forest,0.044522931593864334,0.10928290325720147,0.06475997166333713,0.001324291984353621,0.0012786259384812075,0.001410289599453644,True,True,domain_balanced,22,20260852
02,extra_trees,0.1408767645234037,0.2119796743183352,0.0711029097949315,0.0012557446849525936,0.001202658502413521,0.001410289599453644,True,True,domain_balanced,22,20260852
01,random_forest,-0.0011843030647800123,-0.021203227566024996,-0.020018924501244983,0.001624816722036949,0.0016409806251222294,0.0016704351181589764,False,False,domain_balanced,23,20260853
01,extra_trees,0.07977672312753481,0.07803507705286894,-0.0017416460746658702,0.0015577364107289937,0.0015592098265267526,0.0016704351181589764,True,True,domain_balanced,23,20260853
02,random_forest,0.05467300592511004,0.048485996003079346,-0.006187009922030695,0.0012912407486755319,0.0012954593367587631,0.0013846220260857348,True,True,domain_balanced,23,20260853
02,extra_trees,0.182786401513365,0.17252439666222774,-0.010262004851137263,0.001200560320799456,0.0012080747085946384,0.0013846220260857348,True,True,domain_balanced,23,20260853
01,random_forest,0.029988483186870418,0.09204344947629806,0.06205496628942764,0.0017037164153763092,0.001648319497016889,0.001773649842665508,True,True,domain_balanced,24,20260854
01,extra_trees,0.05074731004743582,0.16267758851089142,0.1119302784634556,0.0016853875475050387,0.0015829063464080852,0.001773649842665508,True,True,domain_balanced,24,20260854
02,random_forest,0.031714940552528326,0.08821867145028173,0.0565037308977534,0.0013051748362911267,0.00126652108372371,0.0013830125486576235,True,True,domain_balanced,24,20260854
02,extra_trees,0.14636747887724189,0.20672626630182334,0.06035878742458145,0.0012254696295390347,0.0011813500768146662,0.0013830125486576235,True,True,domain_balanced,24,20260854
