test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.028315603289095104,0.08945311392934985,0.061137510640254744,0.0016266156860508592,0.0015746117878924929,0.001696003671246812,True,True,domainwise_residualizer,20,20260850
01,extra_trees,0.044132888316026464,0.11884915386899741,0.07471626555297095,0.0016133221675618758,0.0015489859299012243,0.001696003671246812,True,True,domainwise_residualizer,20,20260850
02,random_forest,0.14749966034923334,0.1641299012103934,0.01663024086116005,0.0012837182921350244,0.0012711354893987998,0.00144447397387153,True,True,domainwise_residualizer,20,20260850
02,extra_trees,0.2097798682647558,0.20615895840678833,-0.0036209098579674803,0.0012359374561888552,0.0012387658473656978,0.00144447397387153,True,True,domainwise_residualizer,20,20260850
01,random_forest,0.029323099718988277,0.09305632904215277,0.0637332293231645,0.0016387964574027046,0.0015840826102269763,0.0017088684933579716,True,True,domainwise_residualizer,21,20260851
01,extra_trees,0.09185367237204789,0.17261874476774886,0.08076507239570097,0.0015851325521514354,0.0015130055040322532,0.0017088684933579716,True,True,domainwise_residualizer,21,20260851
02,random_forest,0.0842776164737582,0.1412582212059148,0.0569806047321566,0.0012871318707117483,0.0012464430064038773,0.001400938613739228,True,True,domainwise_residualizer,21,20260851
02,extra_trees,0.18195086549860362,0.24444166340639606,0.06249079790779244,0.0012165524109779289,0.0011691631802112038,0.001400938613739228,True,True,domainwise_residualizer,21,20260851
01,random_forest,0.03284264686174998,0.09563986344725073,0.06279721658550075,0.0016321954527621302,0.001578317238546833,0.0017052785655511718,True,True,domainwise_residualizer,22,20260852
01,extra_trees,0.0745630686396832,0.16873520295241995,0.09417213431273674,0.0015966032464721006,0.0015131893956759183,0.0017052785655511718,True,True,domainwise_residualizer,22,20260852
02,random_forest,0.11532887074362153,0.1571670839437157,0.041838213200094176,0.0012880057903442706,0.001257180488946241,0.001424315166327764,True,True,domainwise_residualizer,22,20260852
02,extra_trees,0.19437469072913394,0.24224490215084094,0.047870211421707,0.001229117603960929,0.0011920413525197463,0.001424315166327764,True,True,domainwise_residualizer,22,20260852
01,random_forest,0.091300369482196,0.08171374672002518,-0.009586622762170816,0.0015668678958303684,0.0015751113028835673,0.001689731443766505,True,True,domainwise_residualizer,23,20260853
01,extra_trees,0.1347505161755087,0.1350478556258089,0.0002973394503001936,0.0015289485835428894,0.0015286858525020883,0.001689731443766505,True,True,domainwise_residualizer,23,20260853
02,random_forest,0.052647217679807845,0.037881243933216124,-0.01476597374659172,0.0012934508054699362,0.0013034920557926325,0.0013854372651039358,True,True,domainwise_residualizer,23,20260853
02,extra_trees,0.17278198456869387,0.16439042875643506,-0.00839155581225881,0.001208659695460495,0.001214774735567605,0.0013854372651039358,True,True,domainwise_residualizer,23,20260853
01,random_forest,0.027889501478314926,0.08060641646077504,0.05271691498246012,0.0016325417688873981,0.0015876589616136024,0.0017015002344259143,True,True,domainwise_residualizer,24,20260854
01,extra_trees,0.08620415495370237,0.1653404841336934,0.07913632917999103,0.001582818342324926,0.0015127290931699364,0.0017015002344259143,True,True,domainwise_residualizer,24,20260854
02,random_forest,0.08057784812042101,0.13954080113588774,0.058962953015466724,0.0012882612158673042,0.0012462684236619079,0.0013994685536497038,True,True,domainwise_residualizer,24,20260854
02,extra_trees,0.18784580704235054,0.23405079125088335,0.04620498420853281,0.0012107812754999926,0.0011758351442869778,0.0013994685536497038,True,True,domainwise_residualizer,24,20260854
