test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.12322159912072539,0.2673153736663809,0.14409377454565553,0.00152931315365097,0.0013980092408871195,0.001679564902263089,True,True,domain_balanced,15,20260845
01,extra_trees,0.08564600560583979,0.25078187892279147,0.16513587331695168,0.00156173982764321,0.0014136947302523966,0.001679564902263089,True,True,domain_balanced,15,20260845
02,random_forest,0.13868071166623863,0.13954125822957308,0.0008605465633344522,0.0012926155361697024,0.0012919696468631499,0.0014468329829223567,True,True,domain_balanced,15,20260845
02,extra_trees,0.18636162535731338,0.21139136558731686,0.025029740230003483,0.00125632787775405,0.0012368528922135481,0.0014468329829223567,True,True,domain_balanced,15,20260845
01,random_forest,0.08935320975236816,0.13136157253681158,0.04200836278444342,0.001584542866779074,0.0015475636889133578,0.0017060427763599816,True,True,domain_balanced,16,20260846
01,extra_trees,0.10494501819099689,0.16946201615083656,0.06451699795983967,0.0015709192775598987,0.0015132433070627462,0.0017060427763599816,True,True,domain_balanced,16,20260846
02,random_forest,0.05970208212677064,0.07894590730746542,0.019243825180694785,0.0012966536127386275,0.0012833165808758193,0.0013933802753032488,True,True,domain_balanced,16,20260846
02,extra_trees,0.1724546780440056,0.20252976287540958,0.030075084831403975,0.0012164300248420409,0.001194121393029996,0.0013933802753032488,True,True,domain_balanced,16,20260846
01,random_forest,-0.015363640755138741,-0.05763613822342295,-0.04227249746828421,0.0015648776896980317,0.0015971206904817588,0.0016016352063966345,False,False,domain_balanced,17,20260847
01,extra_trees,0.08390416538568146,0.06291231274166353,-0.020991852644017928,0.0014864148972966698,0.0015033486462643815,0.0016016352063966345,True,True,domain_balanced,17,20260847
02,random_forest,0.06293876106945107,0.06006162096342871,-0.002877140106022358,0.0012699403363274073,0.0012718884458948639,0.0013691301995068874,True,True,domain_balanced,17,20260847
02,extra_trees,0.19228621570278537,0.2005256637267956,0.00823944802401022,0.0011790387478888646,0.001173009675180979,0.0013691301995068874,True,True,domain_balanced,17,20260847
01,random_forest,-0.08091645805750991,-0.08109070559020681,-0.00017424753269690285,0.0016795993969367586,0.0016797347701447921,0.001662323523277892,False,False,domain_balanced,18,20260848
01,extra_trees,0.05839761829757051,0.061633268040865,0.0032356497432944886,0.0015676294708977534,0.0015649337125756984,0.001662323523277892,True,True,domain_balanced,18,20260848
02,random_forest,0.04465538242821143,0.04962652883454721,0.00497114640633578,0.0012667748022201102,0.0012634746651173992,0.0013539476588978806,True,True,domain_balanced,18,20260848
02,extra_trees,0.16609674028797672,0.1740829452733752,0.007986204985398482,0.001183524414579954,0.0011778435353077441,0.0013539476588978806,True,True,domain_balanced,18,20260848
01,random_forest,0.025094863733556627,-0.008524016374745091,-0.03361888010830172,0.001513868958745933,0.0015397500510367342,0.0015824787613453845,True,False,domain_balanced,19,20260849
01,extra_trees,0.126499067516476,0.09109336037474147,-0.03540570714173452,0.0014329755860453914,0.0014617285946318102,0.0015824787613453845,True,True,domain_balanced,19,20260849
02,random_forest,0.07115473007732753,0.07510096917563935,0.003946239098311821,0.0012776020284711092,0.0012748851661257945,0.0013823005093939746,True,True,domain_balanced,19,20260849
02,extra_trees,0.2189630048016471,0.23279758862699407,0.013834583825346969,0.0011715469790587177,0.0011611247579333124,0.0013823005093939746,True,True,domain_balanced,19,20260849
