test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,geometry,replicate,direction_seed
01,random_forest,0.01455618096747735,0.07540979885738819,0.06085361788991084,0.0016844733475933984,0.0016316343964708237,0.0017414964793726535,True,True,domain_balanced,5,20260835
01,extra_trees,0.052609155180866285,0.13986392884106225,0.08725477366019596,0.0016516301442027993,0.0015737356726852802,0.0017414964793726535,True,True,domain_balanced,5,20260835
02,random_forest,0.03760646245480681,0.08480521235809813,0.047198749903291315,0.0012904716821757574,0.0012584295245124872,0.0013725297988360994,True,True,domain_balanced,5,20260835
02,extra_trees,0.15751792334663162,0.20179181754699904,0.044273894200367425,0.0012074035961344369,0.0011752498856634893,0.0013725297988360994,True,True,domain_balanced,5,20260835
01,random_forest,0.07632588257512629,0.19914725392328614,0.12282137134815985,0.0016310325068506653,0.0015187264761239074,0.0017417059603047058,True,True,domain_balanced,6,20260836
01,extra_trees,0.04952539947584711,0.20572184226949364,0.15619644279364653,0.00165452558543132,0.0015124796480264285,0.0017417059603047058,True,True,domain_balanced,6,20260836
02,random_forest,0.07614656777400308,0.12449445135324233,0.04834788357923925,0.0013246884242010678,0.0012895602992469598,0.0014327881445791227,True,True,domain_balanced,6,20260836
02,extra_trees,0.13616379992829664,0.1799428898247878,0.04377908989649115,0.0012809373902867814,0.001248056516363611,0.0014327881445791227,True,True,domain_balanced,6,20260836
01,random_forest,0.18666604219522276,0.21328637954645757,0.026620337351234813,0.0013977932716460755,0.0013747281563587642,0.001598652643617161,True,True,domain_balanced,7,20260837
01,extra_trees,0.1501383278064241,0.23777042114931823,0.08763209334289412,0.0014288367599174414,0.0013531669814204359,0.001598652643617161,True,True,domain_balanced,7,20260837
02,random_forest,0.17353893692034883,0.1561249896119018,-0.01741394730844703,0.0012566159306437554,0.0012697856815563756,0.001436698986605252,True,True,domain_balanced,7,20260837
02,extra_trees,0.24023888379687408,0.2648431579976803,0.024604274200806242,0.0012048414328124344,0.0011851719495639572,0.001436698986605252,True,True,domain_balanced,7,20260837
01,random_forest,-0.019464584315629807,0.09463160232246415,0.11409618663809395,0.0017443269403100245,0.0016438208409859094,0.0017714485064825782,False,True,domain_balanced,8,20260838
01,extra_trees,0.04493775030008873,0.1783551772404499,0.13341742694036118,0.0016883312393644989,0.0015659715880853428,0.0017714485064825782,True,True,domain_balanced,8,20260838
02,random_forest,0.009472046156946745,0.06529512755072253,0.055823081393775786,0.0013447719545833156,0.0013063288804412588,0.0014068232902107458,True,True,domain_balanced,8,20260838
02,extra_trees,0.13076801760683654,0.19722144512428763,0.06645342751745109,0.0012597463936104964,0.0012106348072950723,0.0014068232902107458,True,True,domain_balanced,8,20260838
01,random_forest,0.03813728606729405,0.12127375906965443,0.08313647300236038,0.0016960449588584929,0.0016210918160325463,0.0017731524856932318,True,True,domain_balanced,9,20260839
01,extra_trees,0.06363666890493236,0.17984346617635794,0.11620679727142558,0.0016734125218748036,0.0015661349808417239,0.0017731524856932318,True,True,domain_balanced,9,20260839
02,random_forest,0.030063355408513792,0.09595082567489333,0.06588747026637953,0.0013224536320770033,0.0012767468555839642,0.0013987628682418471,True,True,domain_balanced,9,20260839
02,extra_trees,0.1415901726590567,0.22809896568257282,0.0865087930235161,0.0012441023500778072,0.001179748900949929,0.0013987628682418471,True,True,domain_balanced,9,20260839
