test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,-0.025354376002326262,0.16097065967543067,0.18632503567775693,0.0018497624480835733,0.001673275830787333,0.0018694074157352635,False,True,0.45,15
01,extra_trees,0.021606527877991666,0.23463802225816643,0.21303149438017477,0.0018069067372096488,0.0015981311093316319,0.0018694074157352635,True,True,0.45,15
02,random_forest,-0.02191670653268374,0.14222324497024907,0.1641399515029328,0.0014301958598987225,0.0013103125585200966,0.0014694430084998857,False,True,0.45,15
02,extra_trees,0.06348294534333909,0.23571074466486264,0.17222779932152354,0.0013691329177979445,0.001236848891051863,0.0014694430084998857,True,True,0.45,15
01,random_forest,0.0036075754153838124,0.16763220481244967,0.16402462939706586,0.0017896613544573165,0.0016357362790234565,0.0018344662981793572,True,True,0.45,16
01,extra_trees,0.05354607880152484,0.20966562013613366,0.1561195413346088,0.0017442365753056975,0.0015939000667057797,0.0018344662981793572,True,True,0.45,16
02,random_forest,-0.016098852896793803,0.12023598218838816,0.13633483508518196,0.0014112455428253198,0.0013131601669134126,0.0014528735723811242,False,True,0.45,16
02,extra_trees,0.09739742609202118,0.22722392652297252,0.12982650043095134,0.0013300956911814598,0.0012307261723205434,0.0014528735723811242,True,True,0.45,16
01,random_forest,0.19652475457570207,0.2148399759991899,0.01831522142348785,0.0014055960583703822,0.0013894834232767983,0.001614976283732155,True,True,0.45,17
01,extra_trees,0.14438865122821287,0.25606410997814943,0.11167545874993656,0.0014504826833878718,0.0013525148298080504,0.001614976283732155,True,True,0.45,17
02,random_forest,0.17471971214345206,0.18188098143311793,0.0071612692896658725,0.0013646593456820655,0.0013587256126040166,0.0015510530674116535,True,True,0.45,17
02,extra_trees,0.2318186179130245,0.24057529573871417,0.008756677825689674,0.0013166047160934372,0.0013090790666336392,0.0015510530674116535,True,True,0.45,17
01,random_forest,-0.131497044988647,-0.04821241588462111,0.0832846291040259,0.0019279996626225958,0.0018556877092170234,0.0018547382924806017,False,False,0.45,18
01,extra_trees,-0.02015652313300853,0.10704734212685452,0.12720386525986305,0.0018306851006572094,0.0017127519027697272,0.0018547382924806017,False,True,0.45,18
02,random_forest,-0.03948593470860495,0.04182098084184949,0.08130691555045444,0.0013999916241359436,0.0013441243762974432,0.0014284218703550062,False,True,0.45,18
02,extra_trees,0.06674219215762711,0.15447522183932938,0.08773302968170227,0.0013265295986339218,0.0012626392871908907,0.0014284218703550062,True,True,0.45,18
01,random_forest,0.08226391636997277,0.07408261205103805,-0.008181304318934712,0.001589390393635692,0.0015964591115464508,0.001710225549100481,True,True,0.45,19
01,extra_trees,0.12238795688634185,0.12513854940921876,0.0027505925228769046,0.001554257483420223,0.0015518199120241906,0.001710225549100481,True,True,0.45,19
02,random_forest,0.09109068222543071,0.09314215930840297,0.002051477082972264,0.001338888538566583,0.0013373766986457653,0.0014644277212359181,True,True,0.45,19
02,extra_trees,0.2030294300990525,0.22699164442032438,0.02396221432127188,0.0012537336665927059,0.0012347420544467308,0.0014644277212359181,True,True,0.45,19
