test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,0.06253870320957577,0.09494083025962374,0.03240212705004797,0.0015785782443655133,0.0015510576003449198,0.0016767356883920367,True,True,0.15,0
01,extra_trees,0.08190688900889487,0.14299636845414232,0.06108947944524745,0.0015621862252125837,0.0015093180674529759,0.0016767356883920367,True,True,0.15,0
02,random_forest,0.09632216653263515,0.08130552144201852,-0.01501664509061662,0.001244261172969571,0.0012545566810840962,0.0013661997688143072,True,True,0.15,0
02,extra_trees,0.20048890596463786,0.19143766721032307,-0.009051238754314794,0.0011703532936489494,0.001176959414887155,0.0013661997688143072,True,True,0.15,0
01,random_forest,0.09144633636061394,0.11550131053942714,0.024054974178813193,0.0015458964573088778,0.0015252945089955618,0.001669102058400197,True,True,0.15,1
01,extra_trees,0.09328254494165344,0.15173873042760644,0.058456185485952994,0.001544333520457296,0.0014937225212737042,0.001669102058400197,True,True,0.15,1
02,random_forest,0.11582151083862946,0.09252763351751014,-0.023293877321119316,0.001230102092066111,0.0012462004083980277,0.0013663585559974363,True,True,0.15,1
02,extra_trees,0.21174231291819,0.2023013819748989,-0.009440930943291126,0.0011614627664922612,0.0011683974608184269,0.0013663585559974363,True,True,0.15,1
01,random_forest,0.05307308788181386,0.02306154361293644,-0.03001154426887742,0.0014990777570337251,0.001522648059133575,0.0015889692933849953,True,True,0.15,2
01,extra_trees,0.12729206554215033,0.11965008488005702,-0.007641980662093317,0.001439131213320079,0.001445418449497627,0.0015889692933849953,True,True,0.15,2
02,random_forest,0.0990472962694644,0.1089875424351977,0.009940246165733302,0.0012183372637365963,0.001211597641377525,0.0013413299144959636,True,True,0.15,2
02,extra_trees,0.2305667344707184,0.227206762361985,-0.0033599721087334,0.0011259056809766635,0.0011283613135311245,0.0013413299144959636,True,True,0.15,2
01,random_forest,0.10948950623974096,0.16225370064292,0.05276419440317903,0.0015137262334182985,0.0014681961325220842,0.0016508983840525084,True,True,0.15,3
01,extra_trees,0.08394231982020606,0.1613003635317588,0.07735804371155275,0.001535285777632429,0.0014690312826648232,0.0016508983840525084,True,True,0.15,3
02,random_forest,0.11404535705398022,0.10764513095518502,-0.006400226098795203,0.0012417561542256085,0.0012462333689450531,0.0013757979473041312,True,True,0.15,3
02,extra_trees,0.2308694654089981,0.20754150200019206,-0.02332796340880605,0.00115699265915066,0.0011744075655710578,0.0013757979473041312,True,True,0.15,3
01,random_forest,0.11575440573778195,0.146911689339577,0.03115728360179504,0.0014736182457016312,0.0014474232131796896,0.0016154821069456816,True,True,0.15,4
01,extra_trees,0.1033530753211177,0.15375493011917218,0.05040185479805448,0.001483915835705856,0.0014416061075895046,0.0016154821069456816,True,True,0.15,4
02,random_forest,0.12525210346809879,0.10914956921966557,-0.01610253424843322,0.0012354144386858392,0.0012467334635589428,0.0013779500903181707,True,True,0.15,4
02,extra_trees,0.24266862226732577,0.23569230854048628,-0.006976313726839489,0.0011495138143446646,0.0011547961688034634,0.0013779500903181707,True,True,0.15,4
