test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,0.0700654997752842,0.37939462686028336,0.30932912708499916,0.0018619653697092295,0.001521083953977126,0.0019706901947809507,True,True,0.6,10
01,extra_trees,0.03637824366956954,0.3801620462012927,0.34378380253172314,0.0018953905791666194,0.0015201432029112623,0.0019706901947809507,True,True,0.6,10
02,random_forest,-0.025270503936605015,0.2520723556837019,0.2773428596203069,0.0015856055921601212,0.0013542714716749463,0.0016148278474275696,False,True,0.6,10
02,extra_trees,0.040037265618935836,0.329251005663298,0.2892137400443622,0.001534274702087415,0.001282495802185852,0.0016148278474275696,True,True,0.6,10
01,random_forest,0.0029471937502826284,0.19716200149256013,0.1942148077422775,0.0018926725114788736,0.0016983623526488996,0.001932871120638379,True,True,0.6,11
01,extra_trees,0.015977996128756722,0.21579676582774487,0.19981876969898815,0.0018802638634491248,0.0016785361892403842,0.001932871120638379,True,True,0.6,11
02,random_forest,-0.024839494194954792,0.18338306274254568,0.20822255693750047,0.0014980355112340787,0.0013372215702856726,0.001527387228300926,False,True,0.6,11
02,extra_trees,0.05174090362746908,0.25997933416627095,0.20823843053880187,0.0014409791288240066,0.0012729639531820244,0.001527387228300926,True,True,0.6,11
01,random_forest,-0.00956475563812953,0.290721368996117,0.30028612463424653,0.0019614576265815486,0.0016440698989514024,0.001993752118476348,False,True,0.6,12
01,extra_trees,-0.0012556198786137784,0.3309825529730601,0.3322381728516739,0.001953369145288402,0.0015967266061383987,0.001993752118476348,False,True,0.6,12
02,random_forest,-0.06697941361881266,0.25803828533098006,0.3250176989497927,0.001576842055915574,0.0013149248183772658,0.001579407222120636,False,True,0.6,12
02,extra_trees,0.01123726037335293,0.3325068233428634,0.3212695629695105,0.0015179456448787645,0.0012471927846103104,0.001579407222120636,True,True,0.6,12
01,random_forest,0.18212214351393252,0.17560899537846675,-0.006513148135465774,0.0014247419505598576,0.00143040364816509,0.0016237357093347048,True,True,0.6,13
01,extra_trees,0.19040416012827077,0.23818909556251455,0.04778493543424378,0.0014175099657827096,0.0013750407830944427,0.0016237357093347048,True,True,0.6,13
02,random_forest,0.1607260326832477,0.21962327726491737,0.05889724458166967,0.0014581212841461029,0.0014060278612414087,0.0016394820679393387,True,True,0.6,13
02,extra_trees,0.23932923888732138,0.26957197420382106,0.03024273531649968,0.0013881619457629167,0.0013602868113165008,0.0016394820679393387,True,True,0.6,13
01,random_forest,0.017765466541164954,0.08998010084809671,0.07221463430693176,0.0016143007369782266,0.0015538256631975145,0.0016730217586378787,True,True,0.6,14
01,extra_trees,0.09129248305140425,0.12813002449270816,0.03683754144130391,0.001552704836668844,0.001520907167627082,0.0016730217586378787,True,True,0.6,14
02,random_forest,0.08573662640988955,0.1371684958229502,0.05143186941306066,0.001443977424778262,0.001402774102713974,0.0015577237516089717,True,True,0.6,14
02,extra_trees,0.17098351084842234,0.22657386159644877,0.05559035074802643,0.0013750114890881129,0.001328110362353971,0.0015577237516089717,True,True,0.6,14
