test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,0.06193588708554443,0.2810130718206475,0.21907718473510307,0.0017592767638489422,0.0015402045538815312,0.0018585977523566661,True,True,0.45,10
01,extra_trees,0.05241612461828715,0.27608510522278196,0.2236689806044948,0.001768181070187513,0.0015454738536443049,0.0018585977523566661,True,True,0.45,10
02,random_forest,0.014440258827227437,0.14733484573438305,0.1328945869071556,0.0014420300477960338,0.0013412881573290605,0.0015049576865596363,True,True,0.45,10
02,extra_trees,0.09208438412076625,0.23095727466381177,0.13887289054304552,0.001384062096889613,0.0012738200097689803,0.0015049576865596363,True,True,0.45,10
01,random_forest,-0.03302744027505078,0.11153919543914559,0.14456663571419637,0.0018192129956964849,0.001687123044252006,0.0018301497863554377,False,True,0.45,11
01,extra_trees,0.017135061125131412,0.1559544036947086,0.13881934256957718,0.0017744940291976664,0.0016444117640088036,0.0018301497863554377,True,True,0.45,11
02,random_forest,0.006698850671183365,0.09503556527311252,0.08833671460192916,0.001377497685771596,0.0013148195856771546,0.0014338827783659052,True,True,0.45,11
02,extra_trees,0.09131973868917975,0.21234998637064828,0.12103024768146853,0.0013175161759980394,0.0012266397985291207,0.0014338827783659052,True,True,0.45,11
01,random_forest,-0.03874772925697578,0.15382501399878357,0.19257274325575935,0.0018683080035274964,0.0016862560544159402,0.001876654472333594,False,True,0.45,12
01,extra_trees,0.032730836220171367,0.22882199402642533,0.19609115780625397,0.0018028811664852027,0.0016097956445605506,0.001876654472333594,True,True,0.45,12
02,random_forest,-0.045039065023435354,0.12908791268458775,0.1741269777080231,0.001452589412283426,0.0013260618191661602,0.0014766659869430696,False,True,0.45,12
02,extra_trees,0.058904609764081295,0.2347729938302504,0.17586838406616911,0.00137845767162808,0.0012430017955540058,0.0014766659869430696,True,True,0.45,12
01,random_forest,0.18110079538801194,0.1562832773689682,-0.02481751801904375,0.0013954625294283292,0.001416450112645056,0.001591318117655834,True,True,0.45,13
01,extra_trees,0.17845396838843575,0.19692433955951538,0.018470371171079636,0.001397715900870524,0.0013819145406696375,0.001591318117655834,True,True,0.45,13
02,random_forest,0.16214481575423534,0.17659519934925927,0.01445038359502393,0.001346646236617772,0.0013349830097161136,0.0015227372248532611,True,True,0.45,13
02,extra_trees,0.25972323849636514,0.2556157475586919,-0.004107490937673264,0.0012658029378794617,0.0012693097897407963,0.0015227372248532611,True,True,0.45,13
01,random_forest,0.03480443974305125,0.035141797086395976,0.0003373573433447241,0.0015463419628895532,0.0015460716987950227,0.0016202369748574798,True,True,0.45,14
01,extra_trees,0.11173317352530798,0.10428889715415401,-0.007444276371153968,0.001483438701701233,0.0014896418416678082,0.0016202369748574798,True,True,0.45,14
02,random_forest,0.10861952397117292,0.10991128501736003,0.001291761046187112,0.0013314524100094902,0.0013304873103862566,0.0014616964503089888,True,True,0.45,14
02,extra_trees,0.21942701355070127,0.22367784299608928,0.004250829445388016,0.0012459506703357554,0.0012425534517254168,0.0014616964503089888,True,True,0.45,14
