test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,0.05481262735624792,0.28076227880132765,0.22594965144507972,0.001747053370764633,0.00152399465959862,0.0018390734757269451,True,True,0.45,0
01,extra_trees,0.041121061077622034,0.27961430943074705,0.23849324835312502,0.0017596613976043405,0.0015252103923145664,0.0018390734757269451,True,True,0.45,0
02,random_forest,0.024105407760370845,0.1345482889346904,0.11044288117431955,0.0014498381975129075,0.0013653358766483204,0.0015188639661420352,True,True,0.45,0
02,extra_trees,0.0898104275892897,0.2036213116174891,0.11381088402819939,0.0014001804503797218,0.0013097183024818372,0.0015188639661420352,True,True,0.45,0
01,random_forest,0.13342928673820686,0.271289785558643,0.13786049882043616,0.0016712268448369615,0.0015325365039773992,0.0018392697997821757,True,True,0.45,1
01,extra_trees,0.07267170734190409,0.27122935195524045,0.19855764461333636,0.0017288214983238717,0.0015326000510371886,0.0018392697997821757,True,True,0.45,1
02,random_forest,0.050234901312511515,0.1483803584218999,0.09814545710938838,0.0014160837309228342,0.0013409224589569719,0.0015070574472145477,True,True,0.45,1
02,extra_trees,0.11402098911558534,0.23549128375656514,0.1214702946409798,0.0013677053534267665,0.0012704923392662072,0.0015070574472145477,True,True,0.45,1
01,random_forest,-0.0018403760620093745,-0.021972046289594926,-0.020131670227585552,0.0015416972085802686,0.0015571101267939336,0.0015876124068778174,False,False,0.45,2
01,extra_trees,0.09527510532208439,0.06283132444799511,-0.03244378087408928,0.0014650690406916857,0.0014911066353505763,0.0015876124068778174,True,True,0.45,2
02,random_forest,0.03764047153618344,0.06267173275299454,0.025031261216811096,0.001372628224201175,0.0013546593737808678,0.0014511546727498832,True,True,0.45,2
02,extra_trees,0.18299762160124244,0.207174687219017,0.02417706561777455,0.00126472443604527,0.0012458707882619612,0.0014511546727498832,True,True,0.45,2
01,random_forest,0.08153209850764442,0.26487383203720494,0.1833417335295605,0.0016450005491808143,0.001471685452277196,0.001759679525296124,True,True,0.45,3
01,extra_trees,0.04608175336797038,0.2785011560389733,0.23241940267100292,0.0016764462500261567,0.0014579810370222122,0.001759679525296124,True,True,0.45,3
02,random_forest,0.10462000424471563,0.15266092518491792,0.04804092094020229,0.0014190536470824234,0.001380459715692356,0.0015489467935154444,True,True,0.45,3
02,extra_trees,0.12123526242991967,0.1613658846954169,0.04013062226549724,0.0014058255475130606,0.0013733504786813415,0.0015489467935154444,True,True,0.45,3
01,random_forest,0.12228949526833499,0.14835909860986818,0.026069603341533187,0.0014973947183727575,0.0014749894171888114,0.0016460793359105077,True,True,0.45,4
01,extra_trees,0.11655600458852144,0.23079477833619289,0.11423877374767144,0.0015022774922095843,0.0014017861370896165,0.0016460793359105077,True,True,0.45,4
02,random_forest,0.14900285530383828,0.16335416849726836,0.014351313193430082,0.0013932791021329589,0.0013814809401689028,0.0015608032257553224,True,True,0.45,4
02,extra_trees,0.2051209699960017,0.2155438690896444,0.01042289909364269,0.0013465565340431756,0.001337699000218203,0.0015608032257553224,True,True,0.45,4
