test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate
01,random_forest,0.008559669602448916,0.020209341219975197,0.01164967161752628,0.001634007918536932,0.001624379550356747,0.0016875668683090429,True,True,0.15,15
01,extra_trees,0.08329401525954627,0.10445637371291894,0.021162358453372665,0.001571216023444621,0.0015529741965576427,0.0016875668683090429,True,True,0.15,15
02,random_forest,0.05438636523618878,0.08022125791056756,0.025834892674378773,0.0012539874326076646,0.0012367388544946973,0.0013482483097780407,True,True,0.15,15
02,extra_trees,0.1900703156584017,0.19285432116356083,0.002784005505159115,0.0011605396409765701,0.0011585433380485455,0.0013482483097780407,True,True,0.15,15
01,random_forest,0.03761232702213346,0.032972766134356624,-0.004639560887776839,0.0015987244372352317,0.0016025734377350413,0.001675818381436928,True,True,0.15,16
01,extra_trees,0.08299796190911513,0.10317649026432929,0.020178528355214165,0.0015605717398122017,0.001543306125275755,0.001675818381436928,True,True,0.15,16
02,random_forest,0.08037563031779804,0.08229536425591899,0.0019197339381209488,0.001230827974103243,0.0012295426141612277,0.0013416035126608571,True,True,0.15,16
02,extra_trees,0.20194774978310726,0.20422681884429084,0.0022790690611835807,0.0011465890392075458,0.0011449506603115496,0.0013416035126608571,True,True,0.15,16
01,random_forest,0.13197999210968248,0.16734734041664057,0.03536734830695809,0.0014480997837661596,0.0014182916876388709,0.0016024547379138103,True,True,0.15,17
01,extra_trees,0.12761816274249893,0.174125761968278,0.04650759922577907,0.001451733599228685,0.0014125069076741728,0.0016024547379138103,True,True,0.15,17
02,random_forest,0.1334322641681862,0.1191696522490101,-0.014262611919176105,0.001228108726896527,0.0012381740406363301,0.001375686986554026,True,True,0.15,17
02,extra_trees,0.2369050336211963,0.2337214269624277,-0.0031836066587686007,0.001152457329247666,0.0011548588338078066,0.001375686986554026,True,True,0.15,17
01,random_forest,-0.0006569259070088318,-0.0006394482190836825,1.7477687925149255e-05,0.001628998426324863,0.001628984200045251,0.0016750559550174618,False,False,0.15,18
01,extra_trees,0.08112296955151665,0.07704174468250913,-0.004081224869007527,0.001561013861969908,0.0015644766703558426,0.0016750559550174618,True,True,0.15,18
02,random_forest,0.055394722465459845,0.07865009060416084,0.023255368138700994,0.0012430071771922556,0.0012276109432512931,0.0013377568012397294,True,True,0.15,18
02,extra_trees,0.19831417132777363,0.18402781339415064,-0.014286357933622984,0.0011451188291020568,0.0011552770080402502,0.0013377568012397294,True,True,0.15,18
01,random_forest,0.08995235001188173,0.07135666803200247,-0.018595681979879264,0.0014934048031199772,0.0015085855720523324,0.0016156437876447556,True,True,0.15,19
01,extra_trees,0.1261001214553652,0.12838904608242552,0.002288924627060318,0.0014634447029021624,0.0014615269140459976,0.0016156437876447556,True,True,0.15,19
02,random_forest,0.1011417557115738,0.0774322041304154,-0.023709551581158395,0.0012273804086752914,0.0012434626048221284,0.0013548335277601285,True,True,0.15,19
02,extra_trees,0.22851289315199896,0.22538989119480612,-0.003123001957192839,0.0011370980637911538,0.0011393972421597355,0.0013548335277601285,True,True,0.15,19
