test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.00800867841581665,0.11401934641685951,0.10601066800104286,0.0017925694679476608,0.0016940810246235144,0.001841926814033764,True,True,0.6,15,20260845
01,extra_trees,0.02692509782809005,0.16360057414802887,0.13667547631993882,0.0017753958249487735,0.0016459965539345875,0.001841926814033764,True,True,0.6,15,20260845
02,random_forest,0.14602622239804997,0.2996473020816388,0.15362107968358885,0.0014838412302481897,0.0013437657563918014,0.0016527941508981418,True,True,0.6,15,20260845
02,extra_trees,0.2008501922437611,0.3040551141056428,0.10320492186188168,0.0014354209031145265,0.0013395304505057085,0.0016527941508981418,True,True,0.6,15,20260845
01,random_forest,0.034345598482459105,0.23400304208015055,0.19965744359769144,0.0017351366972444637,0.001545383799797847,0.001808653761054487,True,True,0.6,16,20260846
01,extra_trees,0.061097199211046505,0.27869266129310655,0.21759546208206004,0.0017109335797235218,0.0014996261613841647,0.001808653761054487,True,True,0.6,16,20260846
02,random_forest,0.06644807057956847,0.21659471187637158,0.1501466412968031,0.0014745675373512284,0.0013507926150464042,0.0015756146715733047,True,True,0.6,16,20260846
02,extra_trees,0.13987328500363005,0.2894479669201069,0.14957468191647683,0.0014153917068412685,0.0012864513630092052,0.0015756146715733047,True,True,0.6,16,20260846
01,random_forest,0.11812246658645775,0.10328705606323729,-0.01483541052322046,0.0016202089335444203,0.0016337801022555387,0.0017692196249479923,True,True,0.6,17,20260847
01,extra_trees,0.1631537875129362,0.13063413567826576,-0.03251965183467043,0.0015783005597683273,0.0016086744899269868,0.0017692196249479923,True,True,0.6,17,20260847
02,random_forest,0.01867575359443263,0.06746347148276555,0.048787717888332915,0.0014373292318366495,0.0014011444786602325,0.0015028902545315432,True,True,0.6,17,20260847
02,extra_trees,0.11312727458015348,0.15981564454263797,0.04668836996248449,0.0013664087767635805,0.001329956047876264,0.0015028902545315432,True,True,0.6,17,20260847
01,random_forest,0.09595245554685095,0.151575552242605,0.05562309669575405,0.0016509292367921143,0.001599334885536507,0.0017799709446583065,True,True,0.6,18,20260848
01,extra_trees,0.14482944971537404,0.1866530853597096,0.041823635644335555,0.0016056807155703447,0.0015659241969785019,0.0017799709446583065,True,True,0.6,18,20260848
02,random_forest,-0.0312425007550321,-0.011279603618562062,0.019962897136470037,0.0014696145421836358,0.0014553205541723469,0.0014992603679448943,False,False,0.6,18,20260848
02,extra_trees,0.10926867465502343,0.13617992134371104,0.026911246688687607,0.0013658292276587383,0.001345038409374775,0.0014992603679448943,True,True,0.6,18,20260848
01,random_forest,0.11764396171389035,0.0938175370396277,-0.02382642467426266,0.0016021049798043885,0.001623591862248809,0.0017499740583017795,True,True,0.6,19,20260849
01,extra_trees,0.17561158970893054,0.15601792648225932,-0.01959366322667122,0.001548584749824863,0.0015668796868824452,0.0017499740583017795,True,True,0.6,19,20260849
02,random_forest,0.06964680875197604,0.10458146190086925,0.03493465314889321,0.0014129415593944164,0.0013861598464738323,0.001516345232252213,True,True,0.6,19,20260849
02,extra_trees,0.18817826781623692,0.214280667341895,0.02610239952565807,0.0013198683358047855,0.0012984761980086514,0.001516345232252213,True,True,0.6,19,20260849
