test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.01070482280946261,0.16068881446266703,0.14998399165320442,0.0017205553832238363,0.001584773557776089,0.0017736375988605165,True,True,0.45,25,20260855
01,extra_trees,0.05306081907957638,0.21591457613359621,0.16285375705401983,0.0016833202736662861,0.0015317482788439936,0.0017736375988605165,True,True,0.45,25,20260855
02,random_forest,0.09379622850911529,0.20647948845458575,0.11268325994547046,0.0013877995430868564,0.001298652291326252,0.0015095638710074827,True,True,0.45,25,20260855
02,extra_trees,0.17615451378840952,0.2933566255893115,0.11720211180090201,0.0013232341200875109,0.001225501799120685,0.0015095638710074827,True,True,0.45,25,20260855
01,random_forest,0.02414162739481407,0.1764971835577176,0.15235555616290353,0.001722599989415955,0.001582426649847268,0.0017872343464727953,True,True,0.45,26,20260856
01,extra_trees,0.06709228113783527,0.2419343240694165,0.17484204293158123,0.001684264857572386,0.0015182540921563523,0.0017872343464727953,True,True,0.45,26,20260856
02,random_forest,0.0809001282978572,0.2512747087403091,0.1703745804424519,0.00137289680395824,0.001239132628895748,0.0014846544079449256,True,True,0.45,26,20260856
02,extra_trees,0.16161467456596357,0.29312008074421314,0.13150540617824957,0.0013112284852268856,0.0012040079749597486,0.0014846544079449256,True,True,0.45,26,20260856
01,random_forest,0.025851882496853218,0.16845547613201584,0.14260359363516262,0.0017250669029178771,0.0015938087215395082,0.0017911660719878409,True,True,0.45,27,20260857
01,extra_trees,0.07530788720135517,0.2520309066898928,0.17672301948853764,0.0016807070497945854,0.0015115943902012014,0.0017911660719878409,True,True,0.45,27,20260857
02,random_forest,0.09110163326019804,0.24996467759152918,0.15886304433133114,0.0013670980718646839,0.001241889249542489,0.0014865178663441244,True,True,0.45,27,20260857
02,extra_trees,0.15613646336874387,0.2972408295955201,0.14110436622677625,0.0013172800664663468,0.0012021129342695397,0.0014865178663441244,True,True,0.45,27,20260857
01,random_forest,0.008985542929978996,0.08494001260973627,0.07595446967975727,0.0017381377151028624,0.0016702018905325636,0.0017894027723787283,True,True,0.45,28,20260858
01,extra_trees,0.03343550384212768,0.11513618169726825,0.08170067785514057,0.001716562447797291,0.0016424131247129864,0.0017894027723787283,True,True,0.45,28,20260858
02,random_forest,0.1176409713016876,0.21205576219977607,0.09441479089808846,0.0013964517056632608,0.001319626401494224,0.0015373742011088938,True,True,0.45,28,20260858
02,extra_trees,0.17586148077278707,0.2451106704246102,0.06924918965182314,0.0013495946884795305,0.0012916501453734538,0.0015373742011088938,True,True,0.45,28,20260858
01,random_forest,0.015993690404220162,0.14705872046914514,0.13106503006492498,0.001716506253153422,0.0015981075929858272,0.001774184420607219,True,True,0.45,29,20260859
01,extra_trees,0.052250406179889186,0.1945129361120922,0.142262529932203,0.0016845862508186888,0.0015530152963143342,0.001774184420607219,True,True,0.45,29,20260859
02,random_forest,0.121497442381033,0.20949898374096776,0.08800154135993477,0.0013810821856945238,0.0013100842472423006,0.0015246730581597212,True,True,0.45,29,20260859
02,extra_trees,0.179101413225062,0.28166922254827154,0.10256780932320952,0.0013350353405130932,0.0012488499062601605,0.0015246730581597212,True,True,0.45,29,20260859
