test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.010401126478046141,0.2350152049439651,0.22461407846591896,0.0018170442440374854,0.0015975788696564281,0.0018681002649622983,True,True,0.6,25,20260855
01,extra_trees,0.05464484392543201,0.2898920868258138,0.2352472429003818,0.0017759609194194295,0.001539210730249985,0.0018681002649622983,True,True,0.6,25,20260855
02,random_forest,0.08853793681802524,0.26941377443109604,0.1808758376130708,0.0014986980956018996,0.0013417777834594134,0.0016179385275042746,True,True,0.6,25,20260855
02,extra_trees,0.1643799949725674,0.36273586628688403,0.19835587131431665,0.0014349913102230931,0.0012531544338098904,0.0016179385275042746,True,True,0.6,25,20260855
01,random_forest,0.04015498934608097,0.28243056910958475,0.24227557976350378,0.0018067493645169284,0.0015621736904853425,0.0018852993492049655,True,True,0.6,26,20260856
01,extra_trees,0.08077117517381927,0.32986983425256966,0.2490986590787504,0.0017681095583348997,0.0015096523201111277,0.0018852993492049655,True,True,0.6,26,20260856
02,random_forest,0.07342774342410485,0.3403124161404457,0.26688467271634086,0.0014802661776016704,0.0012490198056213432,0.0015869087096054503,True,True,0.6,26,20260856
02,extra_trees,0.14709469979801437,0.3794957191910694,0.23240101939305502,0.0014202034932292507,0.0012113581369784002,0.0015869087096054503,True,True,0.6,26,20260856
01,random_forest,0.045153222119035274,0.2893226579090856,0.24416943579005035,0.0018070021479103947,0.0015589351882600302,0.0018902678876507814,True,True,0.6,27,20260857
01,extra_trees,0.0683464228747519,0.3281852000662768,0.25983877719152493,0.0017849212222838878,0.0015157117203727247,0.0018902678876507814,True,True,0.6,27,20260857
02,random_forest,0.07896539975573269,0.35609470431163415,0.27712930455590146,0.0014781378816483308,0.0012359132063033706,0.0015892329786813164,True,True,0.6,27,20260857
02,extra_trees,0.14275603187390185,0.3801400812470487,0.23738404937314683,0.0014260317448147833,0.0012126172778930701,0.0015892329786813164,True,True,0.6,27,20260857
01,random_forest,0.020342401106066665,0.07226586767353849,0.05192346656747182,0.0018280740048236188,0.0017789690188124852,0.0018880398652814999,True,True,0.6,28,20260858
01,extra_trees,0.02600455392836043,0.11119457691661871,0.08519002298825828,0.0018227834655457785,0.0017412453320937394,0.0018880398652814999,True,True,0.6,28,20260858
02,random_forest,0.10661931331963859,0.2610246901961958,0.1544053768765572,0.0015173905905708292,0.0013800476153935201,0.0016524850630373394,True,True,0.6,28,20260858
02,extra_trees,0.16161623718685747,0.26739892735065274,0.10578269016379527,0.0014699431413362622,0.0013740827322429006,0.0016524850630373394,True,True,0.6,28,20260858
01,random_forest,0.018592328324433582,0.20227189073561747,0.18367956241118388,0.001810209839837442,0.0016320431790015236,0.001868792471516597,True,True,0.6,29,20260859
01,extra_trees,0.05276784665580603,0.24788203035490264,0.1951141836990966,0.0017784121336511163,0.0015847004436228367,0.001868792471516597,True,True,0.6,29,20260859
02,random_forest,0.11124631547444497,0.2599696063234135,0.14872329084896851,0.0014981530625432153,0.001367068441371421,0.0016367197531298374,True,True,0.6,29,20260859
02,extra_trees,0.15669831833757564,0.332457214360095,0.17575889602251937,0.001459341599477822,0.0012983896134184498,0.0016367197531298374,True,True,0.6,29,20260859
