test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.05293926122952397,0.05101170113036446,-0.0019275600991595088,0.0015486952360741178,0.0015502704706988207,0.0016388941531549368,True,True,0.15,5,20260835
01,extra_trees,0.09779385695319054,0.11772957235359438,0.01993571540040384,0.0015115758192938325,0.0014947821644172546,0.0016388941531549368,True,True,0.15,5,20260835
02,random_forest,0.08958987498682291,0.08243120351175004,-0.007158671475072875,0.001227371715479867,0.0012321877572678101,0.0013446677234587197,True,True,0.15,5,20260835
02,extra_trees,0.2188564247893766,0.22159521368889668,0.0027387888995200615,0.0011369019303597598,0.0011349071187987951,0.0013446677234587197,True,True,0.15,5,20260835
01,random_forest,0.05705997796379347,0.08051814609285635,0.023458168129062873,0.0015621852917479973,0.00154263113070761,0.001655761698949563,True,True,0.15,6,20260836
01,extra_trees,0.07277691946648446,0.1184367255343014,0.045659806067816944,0.001549111317026275,0.0015104879136975744,0.001655761698949563,True,True,0.15,6,20260836
02,random_forest,0.1360284714383223,0.1333058895990833,-0.0027225818392390133,0.001225059933879472,0.0012269886446913691,0.0013749577040686278,True,True,0.15,6,20260836
02,extra_trees,0.23243739178911071,0.22169674586646082,-0.010740645922649894,0.0011546876632645025,0.0011627384762832428,0.0013749577040686278,True,True,0.15,6,20260836
01,random_forest,0.10459075660817463,0.11266650065036876,0.008075744042194133,0.001492866969529334,0.0014861195976667578,0.001625553023922975,True,True,0.15,7,20260837
01,extra_trees,0.08237004442630802,0.1345787228304942,0.05220867840418619,0.0015112771419858331,0.0014676554335025347,0.001625553023922975,True,True,0.15,7,20260837
02,random_forest,0.14627739632495984,0.13011130156797945,-0.016166094756980387,0.0012067599154876815,0.0012181319381688784,0.001363537558461738,True,True,0.15,7,20260837
02,extra_trees,0.24798779473098065,0.24034553769468436,-0.007642257036296285,0.0011325957574514084,0.0011383361619681565,0.001363537558461738,True,True,0.15,7,20260837
01,random_forest,0.052627943620800144,0.055758323740743854,0.00313038011994371,0.00156860307257869,0.0015660093783563989,0.0016585077462474738,True,True,0.15,8,20260838
01,extra_trees,0.09762598824697999,0.11782325751763778,0.02019726927065779,0.0015308973301023905,0.001513667819733024,0.0016585077462474738,True,True,0.15,8,20260838
02,random_forest,0.09577375892213025,0.1042224189431179,0.008448660020987653,0.0012427928186358969,0.0012369731601385933,0.0013643954014341277,True,True,0.15,8,20260838
02,extra_trees,0.21434483014010008,0.2036818473992369,-0.010662982740863192,0.001158446997361156,0.0011662817768728507,0.0013643954014341277,True,True,0.15,8,20260838
01,random_forest,0.03598185312219393,0.04784632370076525,0.011864470578571318,0.0015759419915032376,0.0015662141643508548,0.0016521924692658348,True,True,0.15,9,20260839
01,extra_trees,0.09869224588558967,0.12116175128315698,0.022469505397567313,0.0015238217800919904,0.0015047075426865787,0.0016521924692658348,True,True,0.15,9,20260839
02,random_forest,0.11563847560141038,0.11496670562556355,-0.0006717699758468365,0.0012246347664956942,0.0012250998006906834,0.0013598827031074971,True,True,0.15,9,20260839
02,extra_trees,0.21946877637989926,0.21917254691664723,-0.00029622946325202903,0.0011505004826372215,0.001150718782558969,0.0013598827031074971,True,True,0.15,9,20260839
