test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,-0.004461670950709484,0.05963383133658384,0.06409550228729333,0.0017281344474333517,0.0016720888108047792,0.0017682280121722352,False,True,0.45,20,20260850
01,extra_trees,0.028026505829647608,0.09577650221084666,0.06774999638119905,0.0016999574593686017,0.0016396408770384494,0.0017682280121722352,True,True,0.45,20,20260850
02,random_forest,0.14538692962481747,0.19071187611919305,0.04532494649437557,0.0013756039919338083,0.0013386290508074336,0.0015387168149538866,True,True,0.45,20,20260850
02,extra_trees,0.19588944495499883,0.2261827239312364,0.03029327897623757,0.0013343401178614912,0.0013089645136588584,0.0015387168149538866,True,True,0.45,20,20260850
01,random_forest,0.03307871146448582,0.15730221518661547,0.12422350372212965,0.001714166099999054,0.0016002700128974435,0.0017867106411206864,True,True,0.45,21,20260851
01,extra_trees,0.06508652542069937,0.23691585207756327,0.1718293266568639,0.0016855554750206826,0.0015228024150131844,0.0017867106411206864,True,True,0.45,21,20260851
02,random_forest,0.07791424249434897,0.2467603785872977,0.16884613609294874,0.001367606669528762,0.0012360673396653002,0.001477103701177376,True,True,0.45,21,20260851
02,extra_trees,0.1643937720018087,0.28901951185407215,0.12462573985226344,0.0013018962834674646,0.0012008932237498934,0.001477103701177376,True,True,0.45,21,20260851
01,random_forest,0.01399593138110744,0.15963514912740406,0.14563921774629662,0.0017257544288046813,0.0015932120510030567,0.0017815583355307156,True,True,0.45,22,20260852
01,extra_trees,0.06562954991649184,0.22263017837790688,0.15700062846141505,0.001679960964888522,0.0015323341535564282,0.0017815583355307156,True,True,0.45,22,20260852
02,random_forest,0.1008016858069336,0.2214607826513657,0.1206590968444321,0.0013831139848102393,0.0012869760874800284,0.0015102656668217176,True,True,0.45,22,20260852
02,extra_trees,0.17411349373259644,0.3116122085459616,0.13749871481336517,0.0013255326078531872,0.0012101711917469507,0.0015102656668217176,True,True,0.45,22,20260852
01,random_forest,0.10438997068350486,0.11805064932565679,0.013660678642151924,0.0016230477157753007,0.0016106220336760519,0.0017591975874774375,True,True,0.45,23,20260853
01,extra_trees,0.14508724909255777,0.16331894285761328,0.018231693765055512,0.00158574266396177,0.0015687429311249767,0.0017591975874774375,True,True,0.45,23,20260853
02,random_forest,0.030898245127310875,0.050597097930806134,0.01969885280349526,0.0013794664512959273,0.0013653743198723716,0.00145500737734952,True,True,0.45,23,20260853
02,extra_trees,0.11443388036315738,0.13692277487229454,0.02248889450913716,0.0013186724996554532,0.0013018210245862465,0.00145500737734952,True,True,0.45,23,20260853
01,random_forest,0.03763002977391827,0.16019469587639057,0.1225646661024723,0.0016994881966595917,0.0015875829564420047,0.001776131243836936,True,True,0.45,24,20260854
01,extra_trees,0.06471038347053726,0.2363327450270697,0.17162236155653243,0.001675406429254826,0.0015139070302720452,0.001776131243836936,True,True,0.45,24,20260854
02,random_forest,0.05515705729053144,0.19760928823756874,0.1424522309470373,0.0013822712702805237,0.001273815168602442,0.0014750119300585706,True,True,0.45,24,20260854
02,extra_trees,0.17154521659529165,0.296477683537277,0.12493246694198534,0.0012943385157353764,0.001192758194419499,0.0014750119300585706,True,True,0.45,24,20260854
