test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.044332023978988055,0.16616409802167997,0.12183207404269192,0.0016619384705400355,0.0015523931564698425,0.0017445954850583405,True,True,0.45,5,20260835
01,extra_trees,0.09159465646797149,0.23571421988061514,0.14411956341264365,0.001620321760382353,0.0014862412612037406,0.0017445954850583405,True,True,0.45,5,20260835
02,random_forest,0.03352480562995397,0.12096698005195283,0.08744217442199886,0.0013764221177548586,0.0013126800392125367,0.001453857632229635,True,True,0.45,5,20260835
02,extra_trees,0.17542300419750756,0.2580021437767219,0.08257913957921437,0.0012713698088836472,0.0012060286142873285,0.001453857632229635,True,True,0.45,5,20260835
01,random_forest,0.007328788621822846,0.09053927410310048,0.08321048548127763,0.001741976297199014,0.001667368154182095,0.0017917398477107834,True,True,0.45,6,20260836
01,extra_trees,0.043916935252959144,0.11417922227769328,0.07026228702473414,0.0017095717811883577,0.0016455552151568987,0.0017917398477107834,True,True,0.45,6,20260836
02,random_forest,0.12367595683748134,0.21195860348313278,0.08828264664565144,0.0013908222361511701,0.0013189057990274067,0.0015365006408037747,True,True,0.45,6,20260836
02,extra_trees,0.1791302656085655,0.25040221327228274,0.07127194766371725,0.0013460970842228285,0.0012863329949152466,0.0015365006408037747,True,True,0.45,6,20260836
01,random_forest,0.10118342541557712,0.12346178301667365,0.022278357601096532,0.0015748953226605367,0.0015552549239211829,0.0017067393390629447,True,True,0.45,7,20260837
01,extra_trees,0.09085925123133598,0.16683510047282413,0.07597584924148815,0.001583914442657223,0.0015162877962151121,0.0017067393390629447,True,True,0.45,7,20260837
02,random_forest,0.18618633460037504,0.22406391007454263,0.03787757547416759,0.0013115060892660605,0.0012806215279089284,0.0015056600463799212,True,True,0.45,7,20260837
02,extra_trees,0.24199122656864158,0.2775286573709299,0.03553743080228833,0.001265741263418189,0.0012357144774438865,0.0015056600463799212,True,True,0.45,7,20260837
01,random_forest,0.010132708167934878,0.16308547656281047,0.1529527683948756,0.0017472655567059281,0.0016066119061393096,0.0017993429644840523,True,True,0.45,8,20260838
01,extra_trees,0.06587709159509103,0.22046157150408463,0.1545844799089936,0.001697354047168737,0.0015505622036852905,0.0017993429644840523,True,True,0.45,8,20260838
02,random_forest,0.06329532326634224,0.20082446199234882,0.13752913872600658,0.0014093837089403731,0.0013018141685042439,0.001507989585382199,True,True,0.45,8,20260838
02,extra_trees,0.1502276670357705,0.2692746907145198,0.11904702367874931,0.0013423915090517767,0.001244815472549025,0.001507989585382199,True,True,0.45,8,20260838
01,random_forest,0.020965079883712656,0.17725561611378948,0.15629053623007683,0.00171991828295669,0.0015766713829677898,0.0017818280324559507,True,True,0.45,9,20260839
01,extra_trees,0.07478974421089424,0.2410673791088338,0.16627763489793956,0.0016719717722185026,0.0015142944550047889,0.0017818280324559507,True,True,0.45,9,20260839
02,random_forest,0.07881163467992602,0.21248288503755053,0.1336712503576245,0.0013854544131913595,0.0012809967231804866,0.0014957108857965346,True,True,0.45,9,20260839
02,extra_trees,0.17470506071730618,0.30604470870139044,0.13133964798408426,0.0013113620440118375,0.0012024963424310188,0.0014957108857965346,True,True,0.45,9,20260839
