test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.062101249074564935,0.10518000707602015,0.04307875800145522,0.0015441597530112133,0.0015082804072759674,0.0016418760512058898,True,True,0.15,15,20260845
01,extra_trees,0.08203663228944857,0.1284685350812691,0.04643190279182052,0.0015276607671109459,0.0014885238090472318,0.0016418760512058898,True,True,0.15,15,20260845
02,random_forest,0.1303637122526654,0.13362060823410127,0.003256895981435859,0.0012294764635342953,0.0012271720328340732,0.0013753760086171597,True,True,0.15,15,20260845
02,extra_trees,0.23267764015046888,0.24602999968175732,0.013352359531288438,0.001154889198267967,0.0011447968494492247,0.0013753760086171597,True,True,0.15,15,20260845
01,random_forest,0.057847661912136306,0.051625689695189214,-0.0062219722169470915,0.0015383866289393176,0.0015434580210113807,0.0016326023634992807,True,True,0.15,16,20260846
01,extra_trees,0.09488715752881338,0.11961004868097791,0.024722891152164528,0.0015078435929133025,0.0014871078627741949,0.0016326023634992807,True,True,0.15,16,20260846
02,random_forest,0.10552695506675946,0.08985097649259632,-0.01567597857416314,0.0012243633677347684,0.0012350454846326566,0.001352541103659388,True,True,0.15,16,20260846
02,extra_trees,0.23696850422703697,0.22772587405606715,-0.009242630170969823,0.0011308315868230054,0.0011376598747212545,0.001352541103659388,True,True,0.15,16,20260846
01,random_forest,0.08775881637584448,0.0771575547998713,-0.010601261575973187,0.0015031038502631914,0.001511812495194009,0.0016217638209013606,True,True,0.15,17,20260847
01,extra_trees,0.13227453652101917,0.12857664580236172,-0.0036978907186574483,0.0014659708033992306,0.0014690911662379753,0.0016217638209013606,True,True,0.15,17,20260847
02,random_forest,0.06712152178610797,0.05169388376492401,-0.015427638021183965,0.001229315387063119,0.0012394387117855433,0.0013316894600695628,True,True,0.15,17,20260847
02,extra_trees,0.20880137318736125,0.20591178712942448,-0.002889586057936766,0.001132122816393144,0.0011341882805805201,0.0013316894600695628,True,True,0.15,17,20260847
01,random_forest,0.0716300572041847,0.05780404671935635,-0.013826010484828344,0.0015192508384325063,0.0015305219641264431,0.0016247022839327358,True,True,0.15,18,20260848
01,extra_trees,0.1272750956911345,0.12297980158416044,-0.004295294106974046,0.0014730165750915655,0.0014766370020597537,0.0016247022839327358,True,True,0.15,18,20260848
02,random_forest,0.07047300470843954,0.06479886381195088,-0.005674140896488655,0.0012260728830088686,0.0012298093671466747,0.001330666168312495,True,True,0.15,18,20260848
02,extra_trees,0.1925110966500806,0.21025053226399837,0.017739435613917776,0.001142756144649587,0.0011301340360187289,0.001330666168312495,True,True,0.15,18,20260848
01,random_forest,0.08047825923840946,0.066762433298719,-0.013715825939690451,0.0015039225993994036,0.0015150975323255274,0.0016165350820942928,True,True,0.15,19,20260849
01,extra_trees,0.13341779714805413,0.13322802046072357,-0.0001897766873305562,0.0014599882726719282,0.0014601481285802225,0.0016165350820942928,True,True,0.15,19,20260849
02,random_forest,0.08635646168862399,0.058982352155886764,-0.027374109532737223,0.0012203833779942845,0.001238530695120642,0.001335497193786792,True,True,0.15,19,20260849
02,extra_trees,0.21999691879248784,0.2280689433891122,0.008072024596624372,0.001127602550164368,0.0011217527612591178,0.001335497193786792,True,True,0.15,19,20260849
