test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.03857437257541163,0.05053743218306306,0.011963059607651427,0.001570853772589047,0.0015610500803333747,0.0016492522610102294,True,True,0.15,25,20260855
01,extra_trees,0.08393926629163251,0.1188261331199586,0.03488686682832609,0.0015333455816726703,0.0015038645311806589,0.0016492522610102294,True,True,0.15,25,20260855
02,random_forest,0.12898904276113776,0.11863561157877078,-0.010353431182366979,0.001220318517115599,0.001227549861140909,0.0013649755706475362,True,True,0.15,25,20260855
02,extra_trees,0.20869161755835408,0.22389100877723023,0.015199391218876146,0.0011631461171265054,0.0011519211425878027,0.0013649755706475362,True,True,0.15,25,20260855
01,random_forest,0.04257541601736803,0.03946580049458581,-0.0031096155227822164,0.001572502526978155,0.0015750541192027134,0.0016541377752434857,True,True,0.15,26,20260856
01,extra_trees,0.10162419632881414,0.12557691479680544,0.023952718467991296,0.0015232391306868077,0.0015027954517288374,0.0016541377752434857,True,True,0.15,26,20260856
02,random_forest,0.10753371857443939,0.10883514465472321,0.0013014260802838296,0.0012262429131009972,0.0012253485114007447,0.001355838062573957,True,True,0.15,26,20260856
02,extra_trees,0.20970979647248844,0.22720410258024315,0.01749430610775471,0.0011539152188241278,0.0011410718878240025,0.001355838062573957,True,True,0.15,26,20260856
01,random_forest,0.03851923780924771,0.035532678624435765,-0.0029865591848119433,0.0015772600628864034,0.0015797078124266662,0.001655554753618931,True,True,0.15,27,20260857
01,extra_trees,0.09409891024968775,0.11878503826040276,0.024686128010715014,0.0015309936816534052,0.0015099895385933173,0.001655554753618931,True,True,0.15,27,20260857
02,random_forest,0.09837525826116134,0.11755094734264093,0.019175689081479597,0.0012331935402667379,0.001220009328291815,0.0013565184863837884,True,True,0.15,27,20260857
02,extra_trees,0.20947766208367402,0.2183205738324031,0.008842911748729088,0.0011547165859585838,0.0011482399989923347,0.0013565184863837884,True,True,0.15,27,20260857
01,random_forest,0.049009057806293166,0.07548881458832069,0.02647975678202752,0.0015679943864938502,0.0015460103544212833,0.001654919032364529,True,True,0.15,28,20260858
01,extra_trees,0.07589426261034793,0.11704824946147319,0.04115398685112526,0.0015456713127798493,0.0015108620033812195,0.001654919032364529,True,True,0.15,28,20260858
02,random_forest,0.14215804368853613,0.13313869856730176,-0.009019345121234368,0.0012210209771010636,0.0012274230967112352,0.001375283156175219,True,True,0.15,28,20260858
02,extra_trees,0.22684706807994692,0.22534692015875568,-0.0015001479211912416,0.0011591834902756417,0.0011603075266270768,0.001375283156175219,True,True,0.15,28,20260858
01,random_forest,0.051048807964031884,0.055296815962240564,0.0042480079982086805,0.001560826232090123,0.0015573287712478125,0.0016494483004503597,True,True,0.15,29,20260859
01,extra_trees,0.0871891299699411,0.12719891192506727,0.04000978195512617,0.00153081609296982,0.0014968912753149245,0.0016494483004503597,True,True,0.15,29,20260859
02,random_forest,0.1360721090009288,0.1293995205423505,-0.006672588458578321,0.0012207659483579267,0.0012254712026646456,0.0013705619016812925,True,True,0.15,29,20260859
02,extra_trees,0.22574467214455596,0.22144084687616605,-0.004303825268389905,0.0011556751116029297,0.0011588826652089365,0.0013705619016812925,True,True,0.15,29,20260859
