test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,scale,replicate,direction_seed
01,random_forest,0.06173474965387782,0.07701111613917133,0.015276366485293513,0.0015498858275163558,0.001537216814533104,0.001647314889173787,True,True,0.15,20,20260850
01,extra_trees,0.07546517277428566,0.11377811736594212,0.03831294459165646,0.0015385036425279543,0.001506288379582582,0.001647314889173787,True,True,0.15,20,20260850
02,random_forest,0.1333955246834636,0.1307842193444405,-0.0026113053390230956,0.0012277272220812651,0.0012295755619332414,0.0013757835684152793,True,True,0.15,20,20260850
02,extra_trees,0.22359778851748657,0.21750816949229834,-0.006089619025188231,0.0011620767268854108,0.0011666251313495898,0.0013757835684152793,True,True,0.15,20,20260850
01,random_forest,0.05143306314600027,0.047905166143288436,-0.003527897002711833,0.0015650225313314945,0.0015679301354125763,0.001653949177407845,True,True,0.15,21,20260851
01,extra_trees,0.09862313834022807,0.12290997708699314,0.02428683874676507,0.0015255969286905287,0.001504903625186403,0.001653949177407845,True,True,0.15,21,20260851
02,random_forest,0.09674094366050667,0.10030387917066863,0.0035629355101619575,0.0012309031572602933,0.0012284730892177303,0.0013530862486398159,True,True,0.15,21,20260851
02,extra_trees,0.2165176916772179,0.215410824807317,-0.0011068668699009132,0.0011463898188989157,0.0011471993158412848,0.0013530862486398159,True,True,0.15,21,20260851
01,random_forest,0.04274232777607223,0.047142988200819635,0.004400660424747405,0.0015703087418903682,0.0015666951088629116,0.0016520955210630062,True,True,0.15,22,20260852
01,extra_trees,0.08577761286924923,0.12142580206928022,0.03564818920003099,0.0015346047794697639,0.001504387938723782,0.0016520955210630062,True,True,0.15,22,20260852
02,random_forest,0.1256349721182456,0.12330257075539874,-0.0023324013628468476,0.0012229184181335347,0.0012245484221069703,0.001365234317998569,True,True,0.15,22,20260852
02,extra_trees,0.22559074096739296,0.2231352851428703,-0.0024554558245226676,0.0011508967533498161,0.0011527199105073954,0.001365234317998569,True,True,0.15,22,20260852
01,random_forest,0.08098332625213855,0.08835476187520452,0.0073714356230659694,0.0015307213070263489,0.0015245699870500493,0.0016440888947009326,True,True,0.15,23,20260853
01,extra_trees,0.11632279592467709,0.11990725368155564,0.003584457756878545,0.001501001955023983,0.0014979546063020766,0.0016440888947009326,True,True,0.15,23,20260853
02,random_forest,0.07821887264678673,0.06841708679101277,-0.009801785855773959,0.0012354288182022234,0.001241979932641055,0.0013450821923937256,True,True,0.15,23,20260853
02,extra_trees,0.20698943308646822,0.186548974272307,-0.020440458814161233,0.0011458910010269342,0.001160565155269759,0.0013450821923937256,True,True,0.15,23,20260853
01,random_forest,0.05070109565599479,0.05780873363597194,0.007107637979977155,0.0015618125106062533,0.0015559546850931582,0.0016501465515305106,True,True,0.15,24,20260854
01,extra_trees,0.09784704694122437,0.12721541418274063,0.029368367241516258,0.0015225357365160458,0.0014975486547172186,0.0016501465515305106,True,True,0.15,24,20260854
02,random_forest,0.10327558230871803,0.09549568378555595,-0.0077798985231620765,0.0012256898494762702,0.0012309953529805507,0.0013523254093791817,True,True,0.15,24,20260854
02,extra_trees,0.21922450799393334,0.21735940984190616,-0.001865098152027178,0.0011437054167622042,0.001145070630265894,0.0013523254093791817,True,True,0.15,24,20260854
