replicate,test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass
60,01,random_forest,0.0813920244340317,0.07175722770333814,-0.009634796730693562,0.001510824630644567,0.0015187270866549548,0.0016242795254091961,True,True
60,01,extra_trees,0.11521258027775949,0.11126596134580846,-0.003946618931951029,0.0014827516639131402,0.0014860549120040336,0.0016242795254091961,True,True
60,02,random_forest,0.11426420421002625,0.10855693930908916,-0.005707264900937092,0.001202676942614901,0.0012065454631853122,0.0013365910123929621,True,True
60,02,extra_trees,0.22403715511461553,0.20415575582872214,-0.019881399285893386,0.0011256862205720284,0.0011400159470462037,0.0013365910123929621,True,True
61,01,random_forest,0.0813920244340317,0.08015995563814293,-0.0012320687958887744,0.001510824630644567,0.0015118374762731162,0.0016242795254091961,True,True
61,01,extra_trees,0.11521258027775949,0.11000990037204628,-0.0052026799057132145,0.0014827516639131402,0.0014871046729277718,0.0016242795254091961,True,True
61,02,random_forest,0.11426420421002625,0.10865070800098087,-0.005613496209045388,0.001202676942614901,0.0012064820047491735,0.0013365910123929621,True,True
61,02,extra_trees,0.22403715511461553,0.20985987475195456,-0.014177280362660971,0.0011256862205720284,0.001135923135848319,0.0013365910123929621,True,True
62,01,random_forest,0.0813920244340317,0.08019485407445281,-0.0011971703595788918,0.001510824630644567,0.0015118087966865723,0.0016242795254091961,True,True
62,01,extra_trees,0.11521258027775949,0.11894355295821535,0.0037309726804558574,0.0014827516639131402,0.0014796221267481125,0.0016242795254091961,True,True
62,02,random_forest,0.11426420421002625,0.10793314441513202,-0.006331059794894234,0.001202676942614901,0.001206967534606622,0.0013365910123929621,True,True
62,02,extra_trees,0.22403715511461553,0.21526347949740754,-0.008773675617207988,0.0011256862205720284,0.0011320323006957678,0.0013365910123929621,True,True
63,01,random_forest,0.0813920244340317,0.08223770016187748,0.0008456757278457738,0.001510824630644567,0.0015101290336403846,0.0016242795254091961,True,True
63,01,extra_trees,0.11521258027775949,0.11711614686797345,0.0019035665902139565,0.0014827516639131402,0.001481155779851214,0.0016242795254091961,True,True
63,02,random_forest,0.11426420421002625,0.10690834175578179,-0.007355862454244466,0.001202676942614901,0.0012076606152305546,0.0013365910123929621,True,True
63,02,extra_trees,0.22403715511461553,0.21255532228992657,-0.011481832824688953,0.0011256862205720284,0.0011339839627673314,0.0013365910123929621,True,True
64,01,random_forest,0.0813920244340317,0.07908621880109445,-0.0023058056329372523,0.001510824630644567,0.001512719609068236,0.0016242795254091961,True,True
64,01,extra_trees,0.11521258027775949,0.11933439816579916,0.004121817888039669,0.0014827516639131402,0.0014792939029613854,0.0016242795254091961,True,True
64,02,random_forest,0.11426420421002625,0.11573836875212751,0.0014741645421012528,0.001202676942614901,0.0012016756948262505,0.0013365910123929621,True,True
64,02,extra_trees,0.22403715511461553,0.20790161019311526,-0.016135544921500267,0.0011256862205720284,0.0011373298872612108,0.0013365910123929621,True,True
65,01,random_forest,0.0813920244340317,0.07470773190737945,-0.006684292526652258,0.001510824630644567,0.001516311459362498,0.0016242795254091961,True,True
65,01,extra_trees,0.11521258027775949,0.11651768849064237,0.0013051082128828773,0.0014827516639131402,0.001481657691807229,0.0016242795254091961,True,True
65,02,random_forest,0.11426420421002625,0.1106741104153155,-0.003590093794710758,0.001202676942614901,0.0012051118429028834,0.0013365910123929621,True,True
65,02,extra_trees,0.22403715511461553,0.20612354378835396,-0.01791361132626157,0.0011256862205720284,0.0011386056848761543,0.0013365910123929621,True,True
66,01,random_forest,0.0813920244340317,0.07951523081400536,-0.0018767936200263513,0.001510824630644567,0.0015123672142527184,0.0016242795254091961,True,True
66,01,extra_trees,0.11521258027775949,0.11131296137852842,-0.003899618899231072,0.0014827516639131402,0.0014860156170350696,0.0016242795254091961,True,True
66,02,random_forest,0.11426420421002625,0.1105032040552999,-0.003761000154726357,0.001202676942614901,0.001205227633630829,0.0013365910123929621,True,True
66,02,extra_trees,0.22403715511461553,0.2138945852533386,-0.010142569861276929,0.0011256862205720284,0.0011330192289539644,0.0013365910123929621,True,True
67,01,random_forest,0.0813920244340317,0.07954004602568843,-0.00185197840834328,0.001510824630644567,0.0015123468282741755,0.0016242795254091961,True,True
67,01,extra_trees,0.11521258027775949,0.11293251088857104,-0.002280069389188455,0.0014827516639131402,0.001484660936902547,0.0016242795254091961,True,True
67,02,random_forest,0.11426420421002625,0.11721984019238119,0.0029556359823549316,0.001202676942614901,0.0012006686430491961,0.0013365910123929621,True,True
67,02,extra_trees,0.22403715511461553,0.21177436340324818,-0.012262791711367349,0.0011256862205720284,0.0011345461453636393,0.0013365910123929621,True,True
68,01,random_forest,0.0813920244340317,0.06647854784232754,-0.014913476591704167,0.001510824630644567,0.0015230392715373457,0.0016242795254091961,True,True
68,01,extra_trees,0.11521258027775949,0.12003134684510419,0.004818766567344701,0.0014827516639131402,0.0014787084389729075,0.0016242795254091961,True,True
68,02,random_forest,0.11426420421002625,0.111253583728812,-0.0030106204812142545,0.001202676942614901,0.0012047191612359414,0.0013365910123929621,True,True
68,02,extra_trees,0.22403715511461553,0.20580857455234525,-0.01822858056227028,0.0011256862205720284,0.001138831532484984,0.0013365910123929621,True,True
69,01,random_forest,0.0813920244340317,0.07870411383764575,-0.002687910596385956,0.001510824630644567,0.001513033404853186,0.0016242795254091961,True,True
69,01,extra_trees,0.11521258027775949,0.10919756521084445,-0.0060150150669150415,0.0014827516639131402,0.0014877831927701875,0.0016242795254091961,True,True
69,02,random_forest,0.11426420421002625,0.11635170312889598,0.0020874989188697235,0.001202676942614901,0.0012012588742639431,0.0013365910123929621,True,True
69,02,extra_trees,0.22403715511461553,0.2136209461556462,-0.01041620895896933,0.0011256862205720284,0.0011332164107680596,0.0013365910123929621,True,True
70,01,random_forest,0.0813920244340317,0.07611407020921068,-0.005277954224821024,0.001510824630644567,0.001515158711284141,0.0016242795254091961,True,True
70,01,extra_trees,0.11521258027775949,0.10658677683414386,-0.008625803443615632,0.0014827516639131402,0.00148996181568039,0.0016242795254091961,True,True
70,02,random_forest,0.11426420421002625,0.1147938938441534,0.0005296896341271395,0.001202676942614901,0.0012023172751028407,0.0013365910123929621,True,True
70,02,extra_trees,0.22403715511461553,0.20190335342046672,-0.022133801694148802,0.0011256862205720284,0.0011416280466609344,0.0013365910123929621,True,True
71,01,random_forest,0.0813920244340317,0.07846397777077407,-0.002928046663257633,0.001510824630644567,0.0015132305783257126,0.0016242795254091961,True,True
71,01,extra_trees,0.11521258027775949,0.11516685411115368,-4.5726166605808416e-05,0.0014827516639131402,0.0014827899780166982,0.0016242795254091961,True,True
71,02,random_forest,0.11426420421002625,0.12909103963842194,0.01482683542839569,0.001202676942614901,0.001192568313754352,0.0013365910123929621,True,True
71,02,extra_trees,0.22403715511461553,0.1957580609914794,-0.028279094123136117,0.0011256862205720284,0.001146014849297543,0.0013365910123929621,True,True
72,01,random_forest,0.0813920244340317,0.0723856550655625,-0.009006369368469214,0.001510824630644567,0.001518212904764272,0.0016242795254091961,True,True
72,01,extra_trees,0.11521258027775949,0.12121589027989899,0.006003310002139495,0.0014827516639131402,0.0014777128442842627,0.0016242795254091961,True,True
72,02,random_forest,0.11426420421002625,0.1176130540993624,0.0033488498893361474,0.001202676942614901,0.0012004012082930645,0.0013365910123929621,True,True
72,02,extra_trees,0.22403715511461553,0.21067087347243973,-0.013366281642175792,0.0011256862205720284,0.0011353400312257634,0.0013365910123929621,True,True
73,01,random_forest,0.0813920244340317,0.07928285510030197,-0.0021091693337297324,0.001510824630644567,0.0015125581002104912,0.0016242795254091961,True,True
73,01,extra_trees,0.11521258027775949,0.10995632533178701,-0.005256254945972483,0.0014827516639131402,0.001487149432130029,0.0016242795254091961,True,True
73,02,random_forest,0.11426420421002625,0.10603869570396751,-0.008225508506058743,0.001202676942614901,0.0012082484506078701,0.0013365910123929621,True,True
73,02,extra_trees,0.22403715511461553,0.19904020282169166,-0.02499695229292387,0.0011256862205720284,0.0011436739935612793,0.0013365910123929621,True,True
