estimator,n_splits,median_r2_s,median_r2_sh,median_delta_r2,q025_delta_r2,q975_delta_r2,positive_fraction,gt_002_fraction,median_mae_s,median_mae_sh
hist_gb,30,-0.0640668775630437,-0.1526179477389303,-0.07699552560413965,-0.15846943949623477,-0.01100789032831868,0.0,0.0,8.393526812996129,8.580368998450348
random_forest,30,-0.0524863899128862,-0.11315037802268815,-0.046374031013563605,-0.10497810591326819,0.036150667510864806,0.06666666666666667,0.06666666666666667,8.293307471880304,8.528134258159442
ridge,30,-0.01596535901148005,-0.020498978144270347,-0.00187314611802165,-0.017048481730252762,0.0027842850449410544,0.36666666666666664,0.0,8.180366488933103,8.181595897502643
