split,estimator,r2_s,r2_sh,delta_r2,mae_s,mae_sh,delta_mae,n_train,n_test,train_groups,test_groups,group_overlap
20,ridge,0.795860236677702,0.8065705730869732,0.010710336409271215,3.0586806303636545,3.0553286140401297,-0.0033520163235247757,452,249,18,6,0
20,random_forest,0.8097933859760383,0.8066750844745609,-0.003118301501477405,2.993236669191357,2.929141409247973,-0.06409525994338416,452,249,18,6,0
20,hist_gb,0.7781971567653504,0.7888735976217582,0.010676440856407843,3.1250137866397742,3.003036179886869,-0.12197760675290503,452,249,18,6,0
21,ridge,0.6559690768040745,0.7998868474636066,0.14391777065953215,4.252985780425571,3.586819755833179,-0.6661660245923922,513,188,18,6,0
21,random_forest,0.5223001637137846,0.8117554012412727,0.28945523752748803,4.653422674992083,3.2197001844803794,-1.4337224905117032,513,188,18,6,0
21,hist_gb,0.5965363499966028,0.7973327856089412,0.2007964356123384,4.274128930971989,3.2494287211345707,-1.0247002098374187,513,188,18,6,0
22,ridge,0.38515380851358516,0.6252172860000721,0.24006347748648693,5.952574928555071,4.771334265577176,-1.1812406629778955,573,128,18,6,0
22,random_forest,0.35538102611596867,0.5705771242415252,0.2151960981255565,6.054208530680234,5.098408817019825,-0.9557997136604088,573,128,18,6,0
22,hist_gb,0.3538143913081133,0.6044734602478576,0.2506590689397443,5.928871461968674,5.035571092298418,-0.8933003696702562,573,128,18,6,0
23,ridge,0.4010631857040746,0.607301883718004,0.20623869801392936,5.891910028826863,4.996128716223465,-0.8957813126033978,595,106,18,6,0
23,random_forest,0.18397831468728765,0.4394994057512951,0.25552109106400744,7.034950133175212,6.06961057362885,-0.9653395595463614,595,106,18,6,0
23,hist_gb,0.23686984150434287,0.5061732919190246,0.26930345041468173,6.758232743569384,6.1535431941706245,-0.6046895493987599,595,106,18,6,0
24,ridge,0.6242475289106647,0.5781173430769353,-0.04613018583372941,3.7424521915086046,4.050775756528955,0.3083235650203502,566,135,18,6,0
24,random_forest,0.4228285432865124,0.5658096235607211,0.14298108027420864,4.5773288489898265,3.714261172189493,-0.8630676768003336,566,135,18,6,0
24,hist_gb,0.44999866682176026,0.5576672730812422,0.10766860625948194,4.278165737074727,3.7560765267758933,-0.5220892102988337,566,135,18,6,0
25,ridge,0.7100947360244418,0.6255884520982311,-0.08450628392621073,3.342354672708755,3.886129730262461,0.5437750575537059,530,171,18,6,0
25,random_forest,0.5208802932634415,0.7092867493073562,0.1884064560439147,4.043889172536745,3.2334843279937884,-0.8104048445429566,530,171,18,6,0
25,hist_gb,0.4821603882713661,0.6544736871683461,0.17231329889698,4.224641309372606,3.628067817480368,-0.5965734918922379,530,171,18,6,0
26,ridge,0.5469687965034258,0.6947764530761462,0.14780765657272044,4.5658224005717285,4.1175169628435615,-0.448305437728167,541,160,18,6,0
26,random_forest,0.435938287383583,0.5735363714503464,0.13759808406676344,4.901567591814858,4.253006458472144,-0.6485611333427137,541,160,18,6,0
26,hist_gb,0.4081045821295547,0.683181166279107,0.2750765841495523,5.141257048131136,3.9632533232231935,-1.1780037249079425,541,160,18,6,0
27,ridge,0.56258540336881,0.5366902807921681,-0.02589512257664195,4.294072680249153,4.275135231809448,-0.01893744843970513,534,167,18,6,0
27,random_forest,0.4346732612328088,0.5319419369431524,0.09726867571034359,4.5332622370660065,4.065634239644769,-0.4676279974212374,534,167,18,6,0
27,hist_gb,0.40287033567744046,0.5266680332784894,0.12379769760104897,4.615915394834851,4.095721677266678,-0.5201937175681737,534,167,18,6,0
28,ridge,0.6700435603621129,0.7482834472107348,0.07823988684862193,4.400545740827009,4.120850716654059,-0.2796950241729501,562,139,18,6,0
28,random_forest,0.6300432229534207,0.7876265079920635,0.15758328503864272,4.902059640995859,3.5926820977749228,-1.3093775432209358,562,139,18,6,0
28,hist_gb,0.6501593858359287,0.803898345126573,0.1537389592906443,4.545964097741433,3.5033483913782475,-1.0426157063631858,562,139,18,6,0
29,ridge,0.7362000045467009,0.7338896140743887,-0.002310390472312185,3.301532600591508,3.385789003896467,0.0842564033049591,497,204,18,6,0
29,random_forest,0.7805118673588576,0.8034035425842544,0.022891675225396813,2.8506151302152123,2.7325729594351955,-0.11804217078001678,497,204,18,6,0
29,hist_gb,0.7563774720158669,0.8061736912228055,0.04979621920693855,2.8946573212032956,2.7012909134051997,-0.19336640779809589,497,204,18,6,0
30,ridge,0.5035956848030976,0.6585783913276908,0.15498270652459323,5.089661687236207,4.409583685218502,-0.6800780020177051,546,155,18,6,0
30,random_forest,0.32429079643318803,0.5871451740757427,0.2628543776425547,5.749010848373576,4.529258229769028,-1.2197526186045478,546,155,18,6,0
30,hist_gb,0.2769961368794759,0.6746068033356938,0.3976106664562179,5.686159147828172,4.445114234913411,-1.2410449129147612,546,155,18,6,0
31,ridge,0.746478474286177,0.7714817545019689,0.0250032802157919,3.629936189499411,3.4295180650927857,-0.20041812440662543,450,251,18,6,0
31,random_forest,0.7804745985158529,0.7630701432936081,-0.017404455222244763,3.3096687464004217,3.1936867391989,-0.11598200720152185,450,251,18,6,0
31,hist_gb,0.7381919093047786,0.7554128774136195,0.017220968108840884,3.367473314214672,3.284769440559841,-0.08270387365483112,450,251,18,6,0
32,ridge,0.8233573441041426,0.7504400432536642,-0.07291730085047843,2.77521149252077,3.3673093645362724,0.5920978720155023,557,144,18,6,0
32,random_forest,0.6131622299464125,0.7110897207630588,0.09792749081664631,3.6997349636231696,3.282520425559758,-0.4172145380634116,557,144,18,6,0
32,hist_gb,0.5281339079406677,0.6844076508620012,0.15627374292133345,3.932565738987675,3.52099037672013,-0.4115753622675449,557,144,18,6,0
33,ridge,0.8292872101457517,0.821202811327562,-0.008084398818189675,2.8378715042403875,2.9432428159148074,0.10537131167441993,499,202,18,6,0
33,random_forest,0.844498503363917,0.8650028618649116,0.020504358500994635,2.7559748633010717,2.43849811642912,-0.3174767468719515,499,202,18,6,0
