split,estimator,r2_s,r2_sh,delta_r2,mae_s,mae_sh,delta_mae,n_train,n_test,train_groups,test_groups,group_overlap
40,ridge,0.770848230926656,0.7698286846217609,-0.0010195463048950915,3.3044968049751673,3.377971646107021,0.07347484113185354,514,187,18,6,0
40,random_forest,0.7824709068895939,0.8245068767256288,0.04203596983603497,3.1041153837632707,2.8962293622384885,-0.2078860215247822,514,187,18,6,0
40,hist_gb,0.7428163962046833,0.8007603833236898,0.0579439871190065,3.4157777954754645,3.0321433442221553,-0.3836344512533092,514,187,18,6,0
41,ridge,0.3285382295868854,0.5502152445873479,0.22167701500046255,6.941850998309207,5.838538708146804,-1.1033122901624033,600,101,18,6,0
41,random_forest,0.249790870719804,0.5606430589390454,0.31085218821924143,7.532699579125723,5.745949120686215,-1.7867504584395082,600,101,18,6,0
41,hist_gb,0.23764115489114912,0.4983504196489438,0.26070926475779466,7.681175477648218,6.243723238763451,-1.4374522388847675,600,101,18,6,0
42,ridge,0.7143009491196561,0.7599588856532778,0.04565793653362171,3.718594301391511,3.3941497547011084,-0.32444454669040246,442,259,18,6,0
42,random_forest,0.6329761443724515,0.7936596386942962,0.1606834943218447,3.9911017670565325,3.028900739076546,-0.9622010279799866,442,259,18,6,0
42,hist_gb,0.6793164577516486,0.8070360778026681,0.12771962005101944,3.749522340478066,2.9048418424460714,-0.8446804980319946,442,259,18,6,0
43,ridge,0.6724944960449586,0.7847101491068172,0.11221565306185866,3.409834407068417,3.291565193503634,-0.11826921356478293,586,115,18,6,0
43,random_forest,0.7209384878158472,0.8237528633718785,0.10281437555603123,3.282550058014611,2.772276191078391,-0.5102738669362199,586,115,18,6,0
43,hist_gb,0.7344088953007708,0.8440256008427808,0.10961670554200997,3.121200156249093,2.7232598982781457,-0.39794025797094745,586,115,18,6,0
44,ridge,0.4440318301508851,0.6121822468969739,0.16815041674608877,5.316266546101458,4.646480917760819,-0.6697856283406391,551,150,18,6,0
44,random_forest,0.39606085401660074,0.6117285094903334,0.21566765547373268,5.341448182123997,4.592337217169368,-0.749110964954629,551,150,18,6,0
44,hist_gb,0.3793955569810984,0.5752230398544249,0.19582748287332652,5.397231600774269,4.706446062550289,-0.69078553822398,551,150,18,6,0
45,ridge,0.7795856656789969,0.756031436953493,-0.023554228725503945,3.2764188458804897,3.4217759940075845,0.14535714812709477,544,157,18,6,0
45,random_forest,0.7220682302111217,0.7401507728286096,0.018082542617487984,3.493133301854485,3.217703958928605,-0.2754293429258796,544,157,18,6,0
