sim,split,outcome,estimator,delta_r2,noise_sd
100,0,complete,ridge,0.008566498757755614,5.839864623879145
100,0,complete,random_forest,-0.02739994045861005,5.839864623879145
100,0,complete,hist_gb,-0.06091692481142941,5.839864623879145
100,0,incomplete,ridge,0.03657114100436687,5.839864623879145
100,0,incomplete,random_forest,0.0142407809775984,5.839864623879145
100,0,incomplete,hist_gb,0.002987995159515311,5.839864623879145
101,1,complete,ridge,-0.014684184612695494,5.839864623879145
101,1,complete,random_forest,-0.029717629155499692,5.839864623879145
101,1,complete,hist_gb,-0.03414552291706152,5.839864623879145
101,1,incomplete,ridge,-0.004919183225149393,5.839864623879145
101,1,incomplete,random_forest,-0.005484176387688722,5.839864623879145
101,1,incomplete,hist_gb,-0.02065490940125503,5.839864623879145
102,2,complete,ridge,-0.006006445693135576,5.839864623879145
102,2,complete,random_forest,0.03514109904972551,5.839864623879145
102,2,complete,hist_gb,0.001659695762230129,5.839864623879145
102,2,incomplete,ridge,0.013916856064895677,5.839864623879145
102,2,incomplete,random_forest,0.053780731960951345,5.839864623879145
102,2,incomplete,hist_gb,0.013461432192978462,5.839864623879145
103,3,complete,ridge,0.007912105562042804,5.839864623879145
103,3,complete,random_forest,-0.017039878128889963,5.839864623879145
103,3,complete,hist_gb,-0.048201709032545836,5.839864623879145
103,3,incomplete,ridge,0.020486258837398408,5.839864623879145
103,3,incomplete,random_forest,0.003994748235001899,5.839864623879145
103,3,incomplete,hist_gb,-0.013161687027687496,5.839864623879145
104,4,complete,ridge,-0.006198502057178645,5.839864623879145
104,4,complete,random_forest,-0.006680711457586308,5.839864623879145
104,4,complete,hist_gb,-0.0470636290085944,5.839864623879145
104,4,incomplete,ridge,0.016123514670975503,5.839864623879145
104,4,incomplete,random_forest,0.04710265968948224,5.839864623879145
104,4,incomplete,hist_gb,-0.008898639615819492,5.839864623879145
105,5,complete,ridge,0.005380337674858904,5.839864623879145
105,5,complete,random_forest,-0.019876945945859315,5.839864623879145
105,5,complete,hist_gb,-0.034483277988165195,5.839864623879145
105,5,incomplete,ridge,0.017244354790160843,5.839864623879145
105,5,incomplete,random_forest,-0.0035593746379189994,5.839864623879145
105,5,incomplete,hist_gb,-0.008833287584044225,5.839864623879145
106,6,complete,ridge,-0.011896912896190104,5.839864623879145
106,6,complete,random_forest,0.06541639016323575,5.839864623879145
106,6,complete,hist_gb,0.04307410035304904,5.839864623879145
106,6,incomplete,ridge,-0.0033883395604252797,5.839864623879145
106,6,incomplete,random_forest,0.07257700049568894,5.839864623879145
106,6,incomplete,hist_gb,0.04975329242729465,5.839864623879145
107,7,complete,ridge,-0.014273721941571171,5.839864623879145
107,7,complete,random_forest,0.01173788649013141,5.839864623879145
107,7,complete,hist_gb,-0.027348449236769712,5.839864623879145
107,7,incomplete,ridge,0.0034217230201343263,5.839864623879145
107,7,incomplete,random_forest,0.02834014858511713,5.839864623879145
107,7,incomplete,hist_gb,0.021281199854975452,5.839864623879145
108,8,complete,ridge,0.00319650269474292,5.839864623879145
108,8,complete,random_forest,-0.004664862991496488,5.839864623879145
108,8,complete,hist_gb,-0.030832992902355416,5.839864623879145
108,8,incomplete,ridge,0.015113062270093458,5.839864623879145
108,8,incomplete,random_forest,0.01579768647210289,5.839864623879145
108,8,incomplete,hist_gb,-0.0022763253481468126,5.839864623879145
109,9,complete,ridge,-0.01601178712715834,5.839864623879145
109,9,complete,random_forest,-0.0021040059583663506,5.839864623879145
109,9,complete,hist_gb,-0.002887534923555979,5.839864623879145
109,9,incomplete,ridge,0.015335260782114113,5.839864623879145
109,9,incomplete,random_forest,0.03913127352394963,5.839864623879145
109,9,incomplete,hist_gb,0.03504678131824013,5.839864623879145
110,10,complete,ridge,-0.004050580241657831,5.839864623879145
110,10,complete,random_forest,0.02475756484616609,5.839864623879145
110,10,complete,hist_gb,0.002859733632436745,5.839864623879145
110,10,incomplete,ridge,0.013469050932134907,5.839864623879145
110,10,incomplete,random_forest,0.040489657737757256,5.839864623879145
110,10,incomplete,hist_gb,0.00906231680481584,5.839864623879145
111,11,complete,ridge,-0.007858496441457419,5.839864623879145
