split,estimator,r2_s,r2_sh,delta_r2,mae_s,mae_sh,delta_mae,n_train,n_test,train_groups,test_groups,group_overlap
60,ridge,0.7936406741762025,0.7911670448697603,-0.0024736293064422377,3.1487345540742506,3.210814932348845,0.06208037827459423,489,212,18,6,0
60,random_forest,0.640305471727999,0.8624159874064414,0.22211051567844242,3.4119670218407214,2.4440967023947406,-0.9678703194459808,489,212,18,6,0
60,hist_gb,0.6210800754123691,0.8669381126208251,0.245858037208456,3.3618565974936927,2.3930018265748227,-0.96885477091887,489,212,18,6,0
61,ridge,0.6921409707608215,0.7843530547768646,0.09221208401604308,4.090899121440748,3.7183365802008597,-0.37256254123988874,514,187,18,6,0
61,random_forest,0.5457355364576371,0.8156316751219916,0.2698961386643546,4.678825007196024,3.402391715032663,-1.276433292163361,514,187,18,6,0
61,hist_gb,0.5286127020707824,0.8233192156034372,0.29470651353265487,4.7434789575459595,3.3708897295482494,-1.37258922799771,514,187,18,6,0
62,ridge,0.7024236392060617,0.8128456544720843,0.11042201526602269,3.6547869600545666,3.299060838197187,-0.3557261218573795,516,185,18,6,0
62,random_forest,0.7383445635614048,0.8677982030699651,0.12945363950856037,3.440150506072464,2.6340710323035084,-0.8060794737689556,516,185,18,6,0
62,hist_gb,0.7410791643399595,0.8423543581529384,0.10127519381297889,3.3626906449459177,2.696107137683466,-0.6665835072624517,516,185,18,6,0
63,ridge,0.5399666614031211,0.681472373607714,0.14150571220459285,3.866645139238463,3.767590352704629,-0.09905478653383426,572,129,18,6,0
63,random_forest,0.25040757329215746,0.5788813097954617,0.32847373650330425,5.043668334907481,3.865029307686785,-1.1786390272206955,572,129,18,6,0
63,hist_gb,0.24312411986862048,0.6141548513523781,0.37103073148375765,4.720947272769509,4.031666522269687,-0.6892807504998224,572,129,18,6,0
64,ridge,0.5330309461187938,0.6699089640366539,0.13687801791786014,4.5450336180239885,4.095710393867247,-0.44932322415674175,552,149,18,6,0
64,random_forest,0.40149276115019306,0.5829871669546857,0.1814944058044926,4.949303168277286,4.301903792389138,-0.6473993758881482,552,149,18,6,0
64,hist_gb,0.41121269948690786,0.6421704174470355,0.23095771796012765,4.8246309318430844,4.217922389695176,-0.6067085421479081,552,149,18,6,0
