estimator,n_splits,median_r2_s,median_r2_sh,median_delta_r2,q025_delta_r2,q975_delta_r2,positive_fraction,gt_002_fraction,median_mae_s,median_mae_sh
hist_gb,100,0.5725482191092581,0.7479840631064089,0.17837135819844957,0.0114628639754117,1.0328043872191353,0.98,0.96,4.1571028737453695,3.319193897964266
random_forest,100,0.6022873296872493,0.7493804865137409,0.1550102867143931,0.0030338429844404204,0.890319957909398,0.97,0.92,4.114852724517416,3.2948895384725017
ridge,100,0.6638960129871398,0.7233989404634302,0.0680465558853048,-0.038527090219604376,0.24209722364076006,0.78,0.7,3.8653455178651503,3.7732170527298994
