sim,split,outcome,estimator,delta_r2,noise_sd
120,20,complete,ridge,0.015612702468664086,5.839864623879145
120,20,complete,random_forest,0.05830941401139711,5.839864623879145
120,20,complete,hist_gb,0.040905414451821276,5.839864623879145
120,20,incomplete,ridge,0.044402688041299765,5.839864623879145
120,20,incomplete,random_forest,0.07804299712999974,5.839864623879145
120,20,incomplete,hist_gb,0.04970089045843884,5.839864623879145
121,21,complete,ridge,-0.00201987721319441,5.839864623879145
121,21,complete,random_forest,0.0051278255683648855,5.839864623879145
121,21,complete,hist_gb,0.001875930498399514,5.839864623879145
121,21,incomplete,ridge,0.015174147101334357,5.839864623879145
121,21,incomplete,random_forest,0.016754014849237775,5.839864623879145
121,21,incomplete,hist_gb,0.012855312955593168,5.839864623879145
122,22,complete,ridge,-0.0163886320382286,5.839864623879145
122,22,complete,random_forest,0.027514011291646212,5.839864623879145
122,22,complete,hist_gb,0.027399416751630157,5.839864623879145
122,22,incomplete,ridge,-0.0013663548786271296,5.839864623879145
122,22,incomplete,random_forest,0.04344942329257595,5.839864623879145
122,22,incomplete,hist_gb,0.033142050286572466,5.839864623879145
123,23,complete,ridge,-0.005044951759444638,5.839864623879145
123,23,complete,random_forest,0.04898538408376496,5.839864623879145
123,23,complete,hist_gb,0.036558016777068825,5.839864623879145
123,23,incomplete,ridge,0.00967002980174203,5.839864623879145
123,23,incomplete,random_forest,0.09370994451239645,5.839864623879145
123,23,incomplete,hist_gb,0.06533876332446586,5.839864623879145
124,24,complete,ridge,0.005002842960281084,5.839864623879145
124,24,complete,random_forest,0.012922289496754003,5.839864623879145
124,24,complete,hist_gb,-0.0034752849699044575,5.839864623879145
124,24,incomplete,ridge,0.01964074699221041,5.839864623879145
124,24,incomplete,random_forest,0.02096356817261913,5.839864623879145
124,24,incomplete,hist_gb,0.008804166652969236,5.839864623879145
125,25,complete,ridge,0.006694503302654864,5.839864623879145
125,25,complete,random_forest,0.061566294869100036,5.839864623879145
125,25,complete,hist_gb,0.02268816520059591,5.839864623879145
125,25,incomplete,ridge,0.03123355973280917,5.839864623879145
125,25,incomplete,random_forest,0.09088975005076327,5.839864623879145
125,25,incomplete,hist_gb,0.0563568317253057,5.839864623879145
126,26,complete,ridge,0.0025873000509087918,5.839864623879145
126,26,complete,random_forest,0.03476076645383819,5.839864623879145
126,26,complete,hist_gb,0.02544995042904885,5.839864623879145
126,26,incomplete,ridge,0.018288263195334276,5.839864623879145
126,26,incomplete,random_forest,0.04715515307171303,5.839864623879145
126,26,incomplete,hist_gb,0.052397387375212934,5.839864623879145
127,27,complete,ridge,-0.004866143345373497,5.839864623879145
127,27,complete,random_forest,-0.0019283158616202334,5.839864623879145
127,27,complete,hist_gb,0.011664460157385426,5.839864623879145
127,27,incomplete,ridge,0.014842955349816167,5.839864623879145
127,27,incomplete,random_forest,0.012242646286097392,5.839864623879145
127,27,incomplete,hist_gb,0.029131893214188076,5.839864623879145
128,28,complete,ridge,0.0007727312358203342,5.839864623879145
128,28,complete,random_forest,0.035995854036370956,5.839864623879145
128,28,complete,hist_gb,0.03240127445492036,5.839864623879145
128,28,incomplete,ridge,0.013182828418935921,5.839864623879145
128,28,incomplete,random_forest,0.06356373718171648,5.839864623879145
128,28,incomplete,hist_gb,0.04375237072714744,5.839864623879145
129,29,complete,ridge,-0.016220297426471353,5.839864623879145
129,29,complete,random_forest,0.012602192241123578,5.839864623879145
129,29,complete,hist_gb,0.00532571939073212,5.839864623879145
129,29,incomplete,ridge,-0.005210926378521719,5.839864623879145
129,29,incomplete,random_forest,0.023689571618281557,5.839864623879145
129,29,incomplete,hist_gb,0.011287992985372641,5.839864623879145
130,30,complete,ridge,-0.012693886917678476,5.839864623879145
130,30,complete,random_forest,0.025184566294807142,5.839864623879145
130,30,complete,hist_gb,0.0221664940517442,5.839864623879145
130,30,incomplete,ridge,0.011371993755477927,5.839864623879145
130,30,incomplete,random_forest,0.05970510773523352,5.839864623879145
130,30,incomplete,hist_gb,0.03459797828770095,5.839864623879145
131,31,complete,ridge,-0.004135582328818388,5.839864623879145
131,31,complete,random_forest,-0.026866587673303632,5.839864623879145
131,31,complete,hist_gb,-0.03007409946826245,5.839864623879145
131,31,incomplete,ridge,0.006152577040137719,5.839864623879145
131,31,incomplete,random_forest,-0.005546336217467918,5.839864623879145
131,31,incomplete,hist_gb,-0.025464872225807622,5.839864623879145
132,32,complete,ridge,-0.01915596622826199,5.839864623879145
132,32,complete,random_forest,-0.005201966156129778,5.839864623879145
132,32,complete,hist_gb,-0.020241507845653817,5.839864623879145
132,32,incomplete,ridge,-0.008759040138543117,5.839864623879145
132,32,incomplete,random_forest,0.004243527072376407,5.839864623879145
132,32,incomplete,hist_gb,-0.011993296637647921,5.839864623879145
133,33,complete,ridge,-0.0032202044206441904,5.839864623879145
133,33,complete,random_forest,0.001198982507514046,5.839864623879145
133,33,complete,hist_gb,-0.01742231281069384,5.839864623879145
133,33,incomplete,ridge,0.01521727582901744,5.839864623879145
133,33,incomplete,random_forest,0.022735761487977957,5.839864623879145
133,33,incomplete,hist_gb,0.002831751763911372,5.839864623879145
134,34,complete,ridge,-0.0339570397230482,5.839864623879145
134,34,complete,random_forest,-0.008329174091967984,5.839864623879145
134,34,complete,hist_gb,-0.02196346503521096,5.839864623879145
134,34,incomplete,ridge,-0.007781547942343203,5.839864623879145
134,34,incomplete,random_forest,0.03158015493469124,5.839864623879145
134,34,incomplete,hist_gb,0.02676981453995242,5.839864623879145
135,35,complete,ridge,-0.021779909774826578,5.839864623879145
135,35,complete,random_forest,-0.00399437192667651,5.839864623879145
135,35,complete,hist_gb,-0.03123181519404683,5.839864623879145
135,35,incomplete,ridge,-0.016866882351251,5.839864623879145
135,35,incomplete,random_forest,0.0011212392566415375,5.839864623879145
135,35,incomplete,hist_gb,-0.006741733134443262,5.839864623879145
136,36,complete,ridge,-0.00851007046880814,5.839864623879145
136,36,complete,random_forest,0.016460587102326008,5.839864623879145
136,36,complete,hist_gb,-0.011845880135986087,5.839864623879145
136,36,incomplete,ridge,-0.0012914625615904063,5.839864623879145
136,36,incomplete,random_forest,0.009657267079622223,5.839864623879145
136,36,incomplete,hist_gb,-0.0012283263632903996,5.839864623879145
137,37,complete,ridge,-0.007871087838191237,5.839864623879145
137,37,complete,random_forest,-0.011524104496851706,5.839864623879145
137,37,complete,hist_gb,-0.03883940579219902,5.839864623879145
137,37,incomplete,ridge,0.008818519019190285,5.839864623879145
137,37,incomplete,random_forest,0.00436944134604067,5.839864623879145
137,37,incomplete,hist_gb,-0.011207713041665457,5.839864623879145
138,38,complete,ridge,-0.010157940128426413,5.839864623879145
138,38,complete,random_forest,0.008254021073824114,5.839864623879145
