split,estimator,r2_s,r2_sh,delta_r2,mae_s,mae_sh,delta_mae,n_train,n_test,train_groups,test_groups,group_overlap
80,ridge,0.6783196337788673,0.7198884630276943,0.04156882924882699,3.601756184101476,3.6504303309903587,0.04867414688888294,538,163,18,6,0
80,random_forest,0.6849251995881844,0.7844407629560436,0.09951556336785916,3.5756281139787633,2.7237285339048696,-0.8518995800738938,538,163,18,6,0
80,hist_gb,0.672659861813631,0.7924799361417105,0.1198200743280795,3.6182876722615145,2.656398606167836,-0.9618890660936783,538,163,18,6,0
81,ridge,0.5305329543248465,0.6329962784746679,0.1024633241498214,4.631644541660008,4.465464427293097,-0.16618011436691127,515,186,18,6,0
81,random_forest,0.5407717199343754,0.6627478127348982,0.1219760928005228,4.582764077057212,4.336648836332036,-0.24611524072517632,515,186,18,6,0
81,hist_gb,0.503878792582582,0.6382989509721015,0.1344201583895196,4.582279025366583,4.440682835533311,-0.1415961898332725,515,186,18,6,0
82,ridge,0.4989890228853938,0.6551733000626052,0.1561842771772114,5.288722970913589,4.539252626320803,-0.7494703445927859,514,187,18,6,0
82,random_forest,0.47307863990689025,0.672407693289564,0.1993290533826737,5.474297715947932,4.477125461042997,-0.9971722549049353,514,187,18,6,0
82,hist_gb,0.5088848230277829,0.65384753892786,0.14496271590007703,5.166190987165275,4.60628035546961,-0.559910631695665,514,187,18,6,0
83,ridge,0.6406175151097998,0.7174478644562201,0.0768303493464203,3.98540324484999,3.7845737515008775,-0.20082949334911238,498,203,18,6,0
83,random_forest,0.6591057764866035,0.7522552634961065,0.09314948700950298,3.9852290008603535,3.3649944718489713,-0.6202345290113822,498,203,18,6,0
83,hist_gb,0.6884164738586381,0.7515412348490964,0.06312476099045827,3.6951039854673327,3.3944689212372303,-0.30063506423010233,498,203,18,6,0
84,ridge,0.7313291570637321,0.7129097688247735,-0.01841938823895861,3.5784056030523153,3.6854392146991604,0.1070336116468451,530,171,18,6,0
84,random_forest,0.4726179719414837,0.7587261370892069,0.2861081651477232,3.9775089924458107,3.0495839216409877,-0.927925070804823,530,171,18,6,0
84,hist_gb,0.4315376971009497,0.7521602085746573,0.32062251147370757,3.900350615119171,3.064435783597957,-0.8359148315212139,530,171,18,6,0
85,ridge,0.4489113666822645,0.5943507017696448,0.14543933508738027,5.570268672570661,4.952750721397268,-0.6175179511733928,541,160,18,6,0
85,random_forest,0.3813598119878955,0.5261285289915073,0.14476871700361182,5.76166701970204,5.007936739898976,-0.7537302798030643,541,160,18,6,0
