sim,split,outcome,estimator,delta_r2,noise_sd
140,40,complete,ridge,0.00024646051090182475,5.839864623879145
140,40,complete,random_forest,0.06274909672015294,5.839864623879145
140,40,complete,hist_gb,0.07398869780286432,5.839864623879145
140,40,incomplete,ridge,0.0116980794303575,5.839864623879145
140,40,incomplete,random_forest,0.08946043089155187,5.839864623879145
140,40,incomplete,hist_gb,0.12041168390462531,5.839864623879145
141,41,complete,ridge,-0.020524522672694334,5.839864623879145
141,41,complete,random_forest,0.0058780952684995835,5.839864623879145
141,41,complete,hist_gb,-0.03746380203897082,5.839864623879145
141,41,incomplete,ridge,-0.0016145269780587501,5.839864623879145
141,41,incomplete,random_forest,0.03992661712221934,5.839864623879145
141,41,incomplete,hist_gb,-0.02736931080287075,5.839864623879145
142,42,complete,ridge,-0.021387886381672883,5.839864623879145
142,42,complete,random_forest,-0.002776840115098267,5.839864623879145
142,42,complete,hist_gb,0.004849031828229489,5.839864623879145
142,42,incomplete,ridge,-0.015027079329313242,5.839864623879145
142,42,incomplete,random_forest,-0.001593280728185209,5.839864623879145
142,42,incomplete,hist_gb,5.308837676587519e-05,5.839864623879145
143,43,complete,ridge,0.03547823779333881,5.839864623879145
143,43,complete,random_forest,0.06525565391678867,5.839864623879145
143,43,complete,hist_gb,0.06596592014387825,5.839864623879145
143,43,incomplete,ridge,0.05696063903116644,5.839864623879145
143,43,incomplete,random_forest,0.10833854455773784,5.839864623879145
143,43,incomplete,hist_gb,0.09585105008157602,5.839864623879145
144,44,complete,ridge,-0.011999052294688672,5.839864623879145
144,44,complete,random_forest,-0.008595427813856027,5.839864623879145
144,44,complete,hist_gb,-0.04978507699028378,5.839864623879145
144,44,incomplete,ridge,0.0024386145179677854,5.839864623879145
144,44,incomplete,random_forest,0.0038126456765446015,5.839864623879145
144,44,incomplete,hist_gb,-0.026475448455258288,5.839864623879145
145,45,complete,ridge,-0.009310576966743644,5.839864623879145
145,45,complete,random_forest,0.007022518664279165,5.839864623879145
145,45,complete,hist_gb,-0.020734208945480725,5.839864623879145
145,45,incomplete,ridge,0.012364353257306782,5.839864623879145
