time_index,v1_cx,v1_cy,v1_sx,v1_sy,v1_covxy,v1_entropy,v1_occupancy,v1_edge,v2_cx,v2_cy,v2_sx,v2_sy,v2_covxy,v2_entropy,v2_occupancy,v2_edge,v3_cx,v3_cy,v3_sx,v3_sy,v3_covxy,v3_entropy,v3_occupancy,v3_edge,v4_cx,v4_cy,v4_sx,v4_sy,v4_covxy,v4_entropy,v4_occupancy,v4_edge,mean_cx,sd_cx,mean_cy,sd_cy,mean_sx,sd_sx,mean_sy,sd_sy,mean_covxy,sd_covxy,mean_entropy,sd_entropy,mean_occupancy,sd_occupancy,mean_edge,sd_edge
1,0.4143573504820201,0.5418926253603003,0.17665425267595913,0.23111028329421482,-0.00018900280932082278,0.8642012519717895,0.23708850227922604,0.020572125520814798,0.4083138178243812,0.5368939608692797,0.17643895548607716,0.22753765043783086,0.0006161505433312417,0.8605880627342973,0.2482796238419905,0.020673314714015168,0.42090579950133306,0.5274148900652079,0.174323576032691,0.2283528447140513,0.0005925040165676134,0.8614323071436322,0.2622143523123198,0.037107742187368314,0.4302704344127978,0.5393373813659238,0.18084787775075925,0.2300916479811073,0.0034038257180897045,0.8697756738165644,0.2606761125329745,0.03802699269817855,0.4184618505551331,0.008143172421263827,0.536384714415178,0.005472029009466124,0.17706616548637163,0.0023657033367431813,0.22927310660680106,0.0014056953997836645,0.0011058693671669342,0.0013657109736144222,0.8639993239165709,0.003592814741705816,0.25206464774162773,0.010195405430349164,0.02909504378009421,0.008478630540334918
2,0.41552954949048854,0.5400989676098129,0.17689690433933253,0.22908994929479715,-0.00025174028796147983,0.8646730867176923,0.23867120908069667,0.02058822609283624,0.40849433508030447,0.5351139987191376,0.17793803166330377,0.22673587768793504,0.0006487801335037773,0.8619668318145371,0.2482473951231241,0.02045310715542646,0.41960366314519043,0.5271549570461738,0.17428273084334284,0.22686013219589096,0.0005079507343561166,0.860895407655114,0.26605646601052874,0.03664672824579919,0.4301710256429018,0.537936672959235,0.18115627490959185,0.22849492099051005,0.00325757773145077,0.8696684718918319,0.2640938307543274,0.03755695045992011,0.41844964333972134,0.007847892638107834,0.5350761490835898,0.0049030097562374995,0.17756848543889275,0.002462519143758058,0.2277952200422833,0.0010201103810925617,0.0010406420778372961,0.001324987898296327,0.8643009495197937,0.0033909660630294302,0.2542672252421692,0.011347053015618235,0.0288112529884955,0.00829696736559639
3,0.41485129335310506,0.537290536005824,0.17698593239533222,0.2269314923664655,-0.00031679942425461623,0.8636730190809261,0.24034517579285505,0.020199587728179307,0.4078309500901255,0.5349037451518373,0.1778220414049967,0.22655087989731448,0.0005652183791561355,0.8618798408309091,0.24682570990287403,0.020101671922358504,0.41772338581738394,0.5256547168872656,0.17417545318278463,0.22551850337657947,0.0004594137997005487,0.8604004586328926,0.2670151867033808,0.036028437289696756,0.42915408970092533,0.5373976766629569,0.18232849610193913,0.22807622045946618,0.0032635052602013733,0.870578496241466,0.26311191026770336,0.03681403692260449,0.41738992974038497,0.007686439669856343,0.5338116686769709,0.004813794363437474,0.17782798077126316,0.0029285097220995275,0.2267692740249564,0.0009146784930823396,0.0009928345037008603,0.0013544814420199285,0.8641329536965483,0.0038975824409021404,0.2543244956667033,0.011067130007656153,0.02828593346570976,0.008140117296955988
4,0.4152306078881167,0.5362710619343563,0.1768878828429118,0.2255943849527079,-0.0002529681021548873,0.863262337688619,0.243861339846071,0.01973442145322875,0.40736015063645425,0.5347832876222613,0.17791446458757665,0.22388620515583418,0.0004933229075510597,0.8612631717519921,0.24729381015464785,0.019570918765137457,0.4167226526193956,0.5263372080261263,0.17564096787982555,0.2252081162165314,0.0003963308390767832,0.860939831958498,0.2639338704971435,0.03492511606652103,0.42991530525241345,0.5344877708380196,0.1825389773780747,0.22743039441587742,0.00309427354897982,0.8705572714410533,0.2609728934573476,0.035818501013137584,0.417307179099095,0.008101883107252154,0.5329698321051909,0.0038885273391148292,0.17824557317209716,0.002606254224415835,0.22552977518523773,0.0012670156683751755,0.0009327397983631939,0.0012805226624253386,0.8640056532100406,0.0038857651725070436,0.2540154784888025,0.008588764169626624,0.027512239324506207,0.007866125919055477
5,0.41645922712347916,0.5352851921929532,0.17699358364845827,0.225899688302462,-0.0005003578737339791,0.8643268360490072,0.2425519154551025,0.019476360159244064,0.40893598310638624,0.5320580974939407,0.17809905182052693,0.22453969340609692,0.00043267561604315745,0.8615600640403347,0.2507814846103516,0.019273553426226876,0.4167438497125976,0.5242301271028263,0.17632410586953712,0.2252729604253699,0.00036922249579074266,0.8616522412605652,0.263012059205005,0.034198486701601104,0.42871873088451945,0.5337306572221017,0.18319915459388877,0.22673246624715718,0.003018773431221364,0.8704409104681308,0.2594964928756552,0.03507100831876865,0.4177144477067456,0.007082960683487148,0.5313260185029556,0.0042527919678916806,0.17865397398310276,0.002699619736239427,0.2256112020952715,0.0008066901338614339,0.0008300784173303213,0.0013163171877725202,0.8644950129545095,0.003608228677160683,0.25396048803652854,0.007950469818289648,0.027004852151460174,0.007636465560258325
6,0.416922264742458,0.5310527944010762,0.17793106481498128,0.2239012886364302,-0.0006894576809732345,0.8646552666307896,0.23829670238692063,0.018709756435321478,0.4091474442136219,0.5300383115680967,0.1786125061658196,0.2242935713835318,0.00034140459590666886,0.8620541605185502,0.24871675049880815,0.01880893361195104,0.41611262560202633,0.5209890230536219,0.17710430774940641,0.22395157027250603,0.00023744488727851787,0.8615540433828837,0.26515675116928034,0.033339624103928836,0.42976446737208723,0.5320433771474798,0.18335964349229192,0.22598041452017328,0.0030067462845283425,0.870879870411492,0.263197441223866,0.03432431827656954,0.4179867004825484,0.00744132757635791,0.5285308765425686,0.00441162228067769,0.17925188055562483,0.002431004891651559,0.22453171120316032,0.0008499188176643844,0.0007240345216850737,0.0013776708906349834,0.8647858352359288,0.0037101495328565703,0.2538419113197188,0.010994002169514567,0.02629565810694272,0.007544431537920255
7,0.4166024837039289,0.5285179495646747,0.17887787554229406,0.22234220791079973,-0.0006410742669711428,0.8645968867395769,0.2450859071412656,0.01863658710491368,0.4083088247088651,0.5305263912880435,0.17917512079672981,0.22269626645544424,0.0004676126661351662,0.8615014058128216,0.2526197332676733,0.018321531839147115,0.4161411281570435,0.5202236440583033,0.1788573372044146,0.22298695297083948,0.0003303741630037479,0.862048243047291,0.26018896056005236,0.03224634437468682,0.431047352800112,0.5304963405031304,0.18348744538139172,0.22478260508723444,0.0030336036273986367,0.8711933765867685,0.2573288147439143,0.033166128108088194,0.41802494734248735,0.008209114758316316,0.527441081353538,0.004245727031908883,0.18009944473120754,0.0019601011155623597,0.22320200810607949,0.000940686786478318,0.0007976290473916019,0.001359842590897737,0.8648349780466145,0.0038524185669618375,0.2538058539282264,0.00571401035549796,0.025592647856708953,0.007121888615298843
8,0.4177102129373086,0.5276720118511212,0.18013263105701216,0.22160386888222616,-0.0004996150512283049,0.8645954751442799,0.24289120980020795,0.01829290401813851,0.40861102640068675,0.5332060102298318,0.17895835321685172,0.22193574987577497,0.0006162334511026872,0.8608912605597739,0.25096267687171553,0.01783098592488012,0.4173187409393227,0.5225654304038818,0.17984767165564003,0.22287965642468222,0.000507922711919161,0.8619636797016484,0.2592165892386904,0.03159201553019786,0.4320575809981832,0.5333770344686286,0.18417907968896907,0.22431285951306304,0.0030291031858266575,0.8707489460697534,0.26189594366646557,0.03266552212313351,0.4189243903188753,0.008409793537477886,0.5292051217383659,0.004467882370140887,0.18077943390461826,0.0020100038024032964,0.2226830336739366,0.0010509546249312196,0.0009134110744050502,0.0012966814656997646,0.864549840368864,0.0038244093413120966,0.2537416048942699,0.007448526851585565,0.025095356899087498,0.007045538051436778
9,0.41940896019153073,0.5293957145092101,0.18041267036755473,0.22160206878230265,-0.00022930644840348478,0.8648806575101312,0.24180214203152856,0.01733368287448446,0.4099099482586879,0.5331101514487175,0.17954395923195343,0.22100467719063627,0.0006667988018229153,0.8600818239687082,0.2527819219662868,0.01722004680833607,0.4211507763363919,0.5208908263952936,0.1825377437424389,0.2243063404550994,0.0006424048662276368,0.8631291323093274,0.25489235245566216,0.030342040754934445,0.43397855083896475,0.5313931853209632,0.18447034053059114,0.22271669533062305,0.0028675518452516012,0.8702305926877139,0.2650884051316554,0.031592172757090455,0.4211120589063938,0.008572280062595857,0.5286974694185461,0.004694940586021186,0.18174117846813453,0.0019154338897838766,0.22240744543966534,0.001256764506123407,0.0009868622662246671,0.0011442411411890375,0.8645805516189702,0.003686400551623319,0.2536412053962832,0.008269001452917993,0.02412198579871136,0.0068594933353255515
10,0.41870747877622944,0.527136410939986,0.18130009013820667,0.2187916151305845,-0.00042415972169787325,0.8633443624707577,0.24348163108567286,0.016879915218514105,0.40847568733982864,0.5313016312394346,0.1799506908627007,0.21959167500354304,0.00048155954045470345,0.8585666003632813,0.25410975467654345,0.01674796444548223,0.4231195682753039,0.5195633304935124,0.1852446264657139,0.22331836563493204,0.0006831027940928619,0.8630284481087611,0.25002701191359694,0.02984278826722691,0.4372791923667178,0.5322246170535451,0.18542111784498563,0.22169127659351437,0.0030450015516602716,0.8703292835272873,0.267186830701152,0.031238588307736036,0.42189548168951996,0.010349048085843247,0.5275564974316195,0.00499711312669493,0.18297913132790172,0.002402415312608842,0.2208482330906435,0.0017762947949299505,0.0009463760411274909,0.0012814020146449093,0.8638171736175219,0.004207782470722756,0.2537013070942413,0.00865979790720676,0.023677314059739822,0.006881250931696718
