cid120,ancestor96,future_growth,future_logfold,n_desc132,g120_volume,g96_volume,g120_x,g96_x,g120_y,g96_y,g120_z,g96_z,g120_neighbors,g96_neighbors,g120_logvolume,g96_logvolume,d_x,d_y,d_z,logvol_ratio_96_120,cur_AG,old_AG,cur_AHP6,old_AHP6,cur_ANT,old_ANT,cur_AP1,old_AP1,cur_AP2,old_AP2,cur_AP3,old_AP3,cur_AS1,old_AS1,cur_ATML1,old_ATML1,cur_CLV3,old_CLV3,cur_CUC1_2_3,old_CUC1_2_3,cur_ETTIN,old_ETTIN,cur_FIL,old_FIL,cur_LFY,old_LFY,cur_MP,old_MP,cur_PHB_PHV,old_PHB_PHV,cur_PI,old_PI,cur_PUCHI,old_PUCHI,cur_REV,old_REV,cur_SEP1,old_SEP1,cur_SEP2,old_SEP2,cur_SEP3,old_SEP3,cur_STM,old_STM,cur_SUP,old_SUP,cur_SVP,old_SVP,cur_WUS,old_WUS
547,354,0.06217855140123374,0.5333834222158614,2,160.10055658819022,109.92928820004123,23.38357973769268,23.835433549659097,13.064064293520941,22.8140972732342,38.16212055431937,30.75639560548327,12.0,12.0,5.0758020965,4.69983732454062,-0.4518538119664157,-9.750032979713259,7.405724948836102,0.37596477195938005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548,284,0.04262922348066556,0.3941555281890703,3,177.9032660279408,188.31752682866139,53.278968255591096,42.49999909154609,25.79344488523317,33.69048026706451,39.266720019623065,24.174190041551586,17.0,15.0,5.181239953288771,5.23812951061276,10.778969164045009,-7.897035381831337,15.092529978071479,-0.056889557323988926,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
549,297,0.09315647125001528,0.7206520987304772,4,298.95025990720785,223.3507538555755,28.06263610885105,27.611296664952036,26.24968605618926,28.50478410291916,40.5721957529393,26.167474416916168,18.0,16.0,5.700277204726796,5.408743423013275,0.4513394438990126,-2.2550980467298984,14.404721336023133,0.29153378171352023,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550,183,0.05392058607584753,0.4769171603241095,2,207.49824635394666,246.19851061225862,43.49252410124505,36.14177464783032,24.77880995209787,29.65142051177003,39.541736452648735,16.65745514531462,14.0,17.0,5.335122888328759,5.506138164228638,7.3507494534147355,-4.872610559672161,22.884281307334113,-0.17101527589987797,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551,358,0.051397052340742266,0.45900582860864997,3,166.9396926918504,154.6588802895477,21.267908687872502,22.71236076385109,48.502765922115714,43.0274643450036,39.15373212863745,32.602869456701896,17.0,15.0,5.11763262559096,5.041221919335386,-1.4444520759785888,5.475301577112113,6.550862671935555,0.07641070625557381,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
552,326,-0.02450536723518345,-0.32535278101022613,1,241.9511088705747,164.81034294607397,25.03232035703031,24.86977625279514,6.214154529113027,16.811292408791207,37.347499005905284,27.93821376923077,13.0,13.0,5.48873567628555,5.104795376101117,0.1625441042351703,-10.59713787967818,9.409285236674513,0.3839403001844341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
553,314,0.09392463336990825,0.7248779806512459,2,187.12371693092555,241.83328879289232,32.57129825637964,31.53042325916222,56.56406053629422,48.696543048390815,40.61805798080937,26.484255077079652,17.0,17.0,5.231769985967724,5.4882485994778625,1.040874997217422,7.867517487903406,14.133802903729716,-0.2564786135101382,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
554,342,0.06845119013291563,0.5742398502184219,2,82.57447198137916,77.84955168069834,48.74214018680105,40.153027809731086,56.3302594756604,48.53834139566929,39.06042053068405,27.46518188976378,8.0,10.0,4.413700576843804,4.3547781395055365,8.589112377069966,7.791918079991106,11.595238640920268,0.05892243733826755,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555,353,0.018346466329848474,0.18890535131397015,2,73.10636433926463,153.0056686217877,21.745573538755707,22.76530271951823,59.70158556390879,51.882232694215126,38.591864031986965,29.93149217054146,9.0,9.0,4.2919154264305615,5.0304749705217136,-1.0197291807625213,7.819352869693667,8.660371861445505,-0.7385595440911521,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556,246,0.11950513116142836,0.856282301933387,1,103.9396283609193,148.71474845041064,34.51764977838067,30.81587703217977,50.88674053125,44.88272989264301,38.593525586189514,20.45159201342743,13.0,11.0,4.6438102340584075,5.002030031132984,3.701772746200902,6.004010638606985,18.141933572762085,-0.3582197970745769,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
557,293,0.09295616023161848,0.7195471880347645,2,162.76762916343375,263.1299986478006,37.5518353658876,32.91531258376887,26.230581496400983,31.989498922099468,40.03921157944171,26.860016985492923,16.0,21.0,5.092323595735086,5.572648201492497,4.636522782118725,-5.758917425698485,13.17919459394879,-0.4803246057574122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
558,238,0.06325139065812162,0.5404906887839971,1,236.65506475687684,200.43798315690182,38.496611039441504,32.26721413436512,34.74759722439122,33.337681620453175,39.77688873713021,19.887215458551502,20.0,15.0,5.466603658011585,5.300504887961983,6.229396905076385,1.409915603938046,19.889673278578705,0.16609877004960136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
559,264,0.059649053641187604,0.5164234911893542,2,123.80931904648361,180.90593744173734,49.664933179245715,40.20814164045695,43.28365831735651,42.50063773744738,38.93501918595169,22.001697358789404,13.0,19.0,4.818742632429458,5.197977213541664,9.456791538788764,0.7830205799091345,16.933321827162285,-0.3792345811122063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
560,282,0.07164196091475437,0.5943993217374659,1,40.39662425574219,99.81497636750956,53.14129544842338,44.133395383168036,44.92655123874086,44.05350218167861,37.06952927988682,23.16912846264074,9.0,11.0,3.6987462234497546,4.603318235861673,9.007900065255342,0.8730490570622536,13.900400817246084,-0.9045720124119185,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
561,365,0.18798418381808607,1.141188716583259,3,235.8263672067119,137.17941760008526,9.924299026881576,15.727788060663121,28.227943896114386,30.93774137366283,39.59383025026254,32.36529741459039,9.0,10.0,5.46309580206692,4.921289686545945,-5.8034890337815455,-2.7097974775484452,7.228532835672155,0.5418061155209741,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,321,0.1776516604634986,1.1030641926391922,2,97.129068034851,144.42382827903356,17.11408958796819,18.780573159602874,35.38731760679612,34.80821731157556,39.598257791262135,27.69942286273312,12.0,14.0,4.576040692339389,4.9727522286279005,-1.6664835716346822,0.579100295220556,11.898834928529016,-0.3967115362885104,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,291,0.05714470248946551,0.4993439376843422,1,152.2422177504191,207.08798065193642,24.973552091299823,23.574243371247483,30.215668961459052,32.79203978909719,39.444273693737095,25.745108028367046,13.0,16.0,5.025472790343818,5.333143730270891,1.399308720052339,-2.5763708276381365,13.69916566537005,-0.30767093992707323,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
564,296,0.10216024306335371,0.7690966398730622,2,112.86479622878782,137.02152659810818,46.36298990769843,36.92483776571012,52.269348631445695,47.75754280641225,39.236970755633386,25.3071080019657,14.0,12.0,4.726190608791904,4.9201380419380865,9.438152141988304,4.511805825033441,13.929862753667685,-0.19394743314618307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
565,364,0.10928254654948126,0.8058218697191467,2,111.19787586926063,78.67615751457835,45.778140804437264,40.11801711274455,5.4582240517817375,19.93305326525794,38.96602985244989,31.402825068468896,9.0,6.0,4.7113112797389,4.3653401554520705,5.660123691692711,-14.474829213476202,7.563204783980996,0.34597112428682936,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
566,294,0.13568871657282583,0.9312997132777713,2,121.07556965685899,72.49983302547498,58.41227844259446,46.986458380663606,18.107171249468966,29.000552837432743,40.22245036547085,23.497641648539584,11.0,7.0,4.796414893269833,4.28358425876108,11.425820061930857,-10.893381587963777,16.724808716931264,0.5128306345087525,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,375,0.0285000524540596,0.27990233447462426,2,86.23217151314172,66.10989129840263,16.79521511258942,19.36332936748767,50.473724938031594,46.76514963177859,39.20176787424058,32.81701148812869,8.0,9.0,4.457043327450604,4.191318377090658,-2.568114254898248,3.708575306253003,6.384756386111889,0.2657249503599463,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
568,315,0.0841220888470684,0.6695630860563657,2,168.1112995731181,201.6546726427252,30.12916381511102,26.667747662986013,50.58005575191229,43.63106506074981,40.81957995945946,26.777390878684596,18.0,16.0,5.124626257507729,5.30655669309517,3.4614161521250075,6.948990691162479,14.042189080774865,-0.18193043558744085,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
569,334,0.06650555026240854,0.561744702838883,2,121.08509491605628,170.9216534931868,44.782850903048775,35.78857837164139,60.15123934337634,52.192739488045426,39.54876632013058,27.861572014644352,14.0,12.0,4.796493562191715,5.141205284805714,8.994272531407383,7.958499855330913,11.68719430548623,-0.3447117226139987,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
570,286,0.11195646816338573,0.8192686755530673,3,274.2607880678106,209.2427284436236,18.498676604109384,19.869595920325875,16.790415859323446,24.042707581938835,41.111135252161986,25.7043710253895,17.0,16.0,5.614079435000857,5.343494958197662,-1.37091931621649,-7.252291722615389,15.406764226772488,0.2705844768031942,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,354,0.04383715791298281,0.403343607993217,1,140.55472471533406,109.92928820004123,26.177775598004626,23.835433549659097,10.88136416210355,22.8140972732342,40.036268602229605,30.75639560548327,13.0,12.0,4.94559691269173,4.69983732454062,2.342342048345529,-11.93273311113065,9.279872996746334,0.24575958815111004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
572,273,0.06399858964498427,0.5454110041771946,1,140.840482491253,197.96745336126045,36.50549974001894,32.25941961262766,44.053240332916275,41.487726263898665,39.46435614026782,23.81885455482055,14.0,16.0,4.947627920092209,5.28810264021983,4.246080127391281,2.5655140690176097,15.645501585447267,-0.34047472012762137,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
573,273,0.05508958481277721,0.4851068910394344,2,245.48498003277237,197.96745336126045,39.5933425045219,32.25941961262766,46.81328007201614,41.487726263898665,42.26536319792798,23.81885455482055,20.0,16.0,5.503235764233697,5.28810264021983,7.33392289189424,5.325553808117476,18.446508643107432,0.2151331240138663,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
574,219,0.09021474286056085,0.7043016141209361,2,119.07526522542634,264.5045791356011,42.19522998949952,36.23860312228136,51.43394926421886,44.58670327230591,38.85906337796976,19.36301780996524,13.0,16.0,4.779755774065727,5.5778585635704285,5.956626867218162,6.847245991912949,19.496045568004522,-0.7981027895047011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
575,309,0.10921339399277606,0.8054717005155646,2,186.1616657519984,121.07453539842324,52.183952709091265,42.47592573583065,13.11292994238641,26.973170751112303,40.85096040096705,25.015067039659403,16.0,13.0,5.22661546691274,4.796406350977972,9.708026973260615,-13.860240808725893,15.835893361307644,0.43020911593476824,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
576,299,0.10264623515884536,0.7716459270001731,1,64.42885321052586,142.59415019729917,54.663250612768856,45.63933556601949,35.7354177631579,37.563307369178666,38.731990532599056,24.793765334885688,10.0,12.0,4.165561563993635,4.960002484679419,9.023915046749366,-1.8278896060207686,13.938225197713368,-0.7944409206857841,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
577,377,0.1476939449163118,0.9835248824302747,2,115.43661621205838,166.47284231983264,13.449220377262725,16.515557477017346,42.2880998199934,38.19034523030574,39.130152322798914,33.527677461085695,9.0,9.0,4.748721601943651,5.114832186926553,-3.0663370997546213,4.097754589687661,5.602474861713219,-0.3661105849829023,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,343,0.08603944740491688,0.6806259851788438,1,63.84781239949066,219.34775257015662,20.1220065491244,20.6953800476374,43.232196562807694,39.721654928272,39.68310532328808,31.372509370284117,10.0,17.0,4.1565023203331215,5.390658381697671,-0.5733734985129999,3.5105416345356915,8.310595953003965,-1.23415606136455,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
579,287,0.09306859372707328,0.7201675187589044,2,127.2479376167083,248.84550682187435,26.298394555255573,24.03140464245743,40.645644691893104,37.91291256331878,40.33869625162812,25.99747788864629,14.0,19.0,4.846137447964976,5.5168322493725155,2.2669899127981417,2.7327321285743267,14.34121836298183,-0.6706948014075397,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
580,268,0.05181827452640019,0.4620179395615814,1,158.5193635614387,147.7209639085549,46.952208932440655,37.38581255859511,28.13008404981372,32.641705404746936,40.46786983857108,22.412671805752908,13.0,15.0,5.065876753435539,4.995325115203764,9.566396373845542,-4.511621354933215,18.055198032818176,0.07055163823177488,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581,347,0.07167427741536513,0.5946014345078251,1,146.0603245313725,163.5193518122614,52.55232442983466,43.336175657223656,8.295343518292682,24.482891755566282,41.541957765064566,30.893283746847665,12.0,11.0,4.984019718094004,5.096931343041371,9.216148772611007,-16.1875482372736,10.648674018216902,-0.1129116249473676,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
582,244,0.0359804139106019,0.34201259212557356,1,132.40110284244668,124.80819320988121,55.43766658256967,43.884966680723906,19.550444881079137,28.625165483293642,38.31813187154677,19.092523751153447,14.0,12.0,4.885835973093947,4.826778104500615,11.552699901845763,-9.074720602214505,19.22560812039332,0.05905786859333182,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,222,0.06916178414875049,0.5787647303016951,1,139.01163272537173,178.95551918202048,34.465351551081675,28.48012546895794,30.248167297416746,27.68113177688395,41.5232502104632,19.009636605952874,11.0,14.0,4.93455761830073,5.187137278770631,5.985226082123734,2.5670355205327944,22.51361360451033,-0.25257966046990193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
584,287,0.06579151964294369,0.557119659551741,2,130.18171744947617,248.84550682187435,24.891499832330133,24.03140464245743,36.02582571270213,37.91291256331878,40.23861539635618,25.99747788864629,14.0,19.0,4.868931300939964,5.5168322493725155,0.8600951898727018,-1.8870868506166474,14.24113750770989,-0.6479009484325514,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
