cid120,ancestor96,future_growth,future_logfold,n_desc132,g120_volume,g96_volume,g120_x,g96_x,g120_y,g96_y,g120_z,g96_z,g120_neighbors,g96_neighbors,g120_logvolume,g96_logvolume,d_x,d_y,d_z,logvol_ratio_96_120,cur_AG,old_AG,cur_AHP6,old_AHP6,cur_ANT,old_ANT,cur_AP1,old_AP1,cur_AP2,old_AP2,cur_AP3,old_AP3,cur_AS1,old_AS1,cur_ATML1,old_ATML1,cur_CLV3,old_CLV3,cur_CUC1_2_3,old_CUC1_2_3,cur_ETTIN,old_ETTIN,cur_FIL,old_FIL,cur_LFY,old_LFY,cur_MP,old_MP,cur_PHB_PHV,old_PHB_PHV,cur_PI,old_PI,cur_PUCHI,old_PUCHI,cur_REV,old_REV,cur_SEP1,old_SEP1,cur_SEP2,old_SEP2,cur_SEP3,old_SEP3,cur_STM,old_STM,cur_SUP,old_SUP,cur_SVP,old_SVP,cur_WUS,old_WUS
71,112,0.029277069489752984,0.2865365072053008,4,313.0762192968013,303.50365662393943,35.35355123251695,29.477519600142813,63.00081070180723,54.27090997097435,8.23532081927711,10.091468513020994,14.0,21.0,5.7464466730262425,5.715393658611289,5.876031632374136,8.729900730832881,-1.8561476937438837,0.031053014414953676,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
78,123,-0.0359399354236483,-0.5230994198017791,1,337.48945861947686,288.4947237301183,30.56011574503959,28.47394893955985,47.19828618022353,47.14478879046745,12.237841626203043,10.580887323546456,17.0,16.0,5.8215342761047335,5.664676797150476,2.0861668054797384,0.05349738975608176,1.6569543026565867,0.1568574789542571,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,172,0.1188953830099906,0.8533428415229565,2,249.53321519162418,156.2749411333131,44.27881507499867,37.03136708797919,69.78302630957742,56.92211495254369,8.82128542241478,12.766146725930108,8.0,11.0,5.519592033351496,5.051616899131279,7.247447987019477,12.860911357033736,-3.944861303515328,0.467975134220217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
87,118,0.031288412353252075,0.30350768917228516,2,259.9347982350739,254.427418127064,25.199051955285615,23.3422051597369,57.832401354923235,52.75305768009418,10.616532823133864,9.862941272249397,15.0,18.0,5.5604308235470175,5.5390156013152865,1.8568467955487158,5.079343674829055,0.753591550884467,0.021415222231731045,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
92,115,0.11793691274556205,0.8487047321858269,1,97.16716907164019,216.2549464726056,54.73522458880056,44.508440218767426,53.35261881197921,49.87185876028603,8.708846644740712,7.868951643231403,8.0,12.0,4.576432887657683,5.376458019412146,10.226784370033137,3.4807600516931814,0.8398950015093085,-0.8000251317544633,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
99,134,0.15164117851260323,1.0001170504317884,2,207.65065050110343,128.58828955133245,50.58815428106197,41.2631907827271,61.979054712935785,54.01391713098592,10.943743764426605,8.86265922253521,11.0,9.0,5.335857102752344,4.856615746625582,9.324963498334867,7.965137581949868,2.0810845418913946,0.4792413561267621,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
101,114,0.14987034107132569,0.9927073774990047,2,124.25700622875662,111.33173180583763,49.76155357039713,39.51215233274668,46.34727859904178,45.174405342996586,11.933105239248754,7.635460120839243,11.0,13.0,4.822352051545993,4.71251431922762,10.249401237650453,1.172873256045193,4.297645118409511,0.10983773231837306,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,132,0.1716495495378836,1.0802315808510832,4,362.30275882843904,186.7757676328852,38.36750690091768,33.19403874974042,58.15730251821958,49.748151745897566,12.06661762361973,9.648734933018398,15.0,14.0,5.892480212634498,5.229908793787217,5.173468151177261,8.409150772322015,2.4178826906013313,0.6625714188472812,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,116,0.21364635276796143,1.2300279997990273,1,76.23064935597849,96.08131855605158,57.64222326425738,46.87952507045307,47.213040108896664,44.67346580444659,9.606698527677121,5.865760024407926,8.0,8.0,4.33376360434221,4.565194901200163,10.762698193804312,2.5395743044500705,3.740938503269195,-0.23143129685795316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,118,-0.07759254626096845,-2.1151283352566086,1,198.48735115330246,254.427418127064,22.59440419629603,23.3422051597369,53.5176886392888,52.75305768009418,10.67469660012957,9.862941272249397,11.0,18.0,5.290725375947293,5.5390156013152865,-0.74780096344087,0.7646309591946192,0.8117553278801726,-0.24829022536799344,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
116,131,-0.08040146625427089,-2.4215557810499693,1,390.4022734604691,139.75211216171175,26.62942308120408,24.96700669300572,48.81770750120773,49.51804697560976,9.802486228260868,9.538443548780489,15.0,13.0,5.9671776779350685,4.939870225779398,1.6624163881983591,-0.7003394744020284,0.2640426794803794,1.0273074521556704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,125,0.09322636225410479,0.7210373286925857,2,147.0414262286942,161.10454825261198,46.4757261119801,38.13484942982549,55.07829784679666,50.85376224178485,12.987211667908271,9.24001434832238,11.0,14.0,4.990714358157005,5.082053522264921,8.340876682154608,4.224535605011809,3.747197319585892,-0.09133916410791593,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
119,233,-0.05731780843250658,-1.0486851394019632,2,262.19228466483366,134.54170909646817,16.353454421239597,17.860607891290464,51.501972721990114,49.336974729704544,12.61819905314975,18.722337714275852,9.0,10.0,5.569078145514641,4.901874255775791,-1.5071534700508664,2.1649979922855707,-6.104138661126102,0.6672038897388506,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
121,100,-0.0016582553847338717,-0.01897240427423088,1,297.6167236195861,141.04310329552433,48.967968198845504,41.03152705550875,37.91551698506961,39.061959763038324,13.6447072712434,6.057792046226788,15.0,17.0,5.695806496338346,4.949065540793699,7.936441143336758,-1.1464427779687156,7.586915225016612,0.746740955544647,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,215,0.20654723207151648,1.2062308420818995,2,236.04544816824975,174.59029736265418,31.641346408890758,30.035999707321196,72.4884827768048,58.115676252074685,13.972283196461,17.087754133817427,9.0,9.0,5.464024363469152,5.162442071200767,1.6053467015695624,14.372806524730116,-3.1154709373564273,0.30158229226838557,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
127,164,0.23438553481500154,1.2964706863900026,2,283.78604726510895,106.3999599205536,40.750143450899365,33.59339324103312,65.81286241803444,54.13728954862081,14.449885807823986,12.926172000261872,17.0,12.0,5.648220599546632,4.6672052002209465,7.156750209866246,11.675572869413635,1.523713807562114,0.9810153993256854,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
129,115,0.13387286398470666,0.9231574188547121,2,112.70286682243376,216.2549464726056,56.59088524338534,44.508440218767426,51.69519549340771,49.87185876028603,12.674800213995942,7.868951643231403,10.0,12.0,4.7247548583658,5.376458019412146,12.082445024617911,1.8233367331216783,4.805848570764539,-0.6517031610463463,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
130,131,0.25421294010955087,1.3561134623027642,4,291.13954736542325,139.75211216171175,27.96502368926954,24.96700669300572,55.33455156787175,49.51804697560976,15.32076725516113,9.538443548780489,20.0,13.0,5.673802696437989,4.939870225779398,2.998016996263818,5.8165045922619925,5.782323706380641,0.7339324706585919,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,215,0.24974948091193927,1.3429938071432448,4,225.84389556794324,174.59029736265418,35.243985996700076,30.035999707321196,73.40105214148039,58.115676252074685,15.325103862273304,17.087754133817427,10.0,9.0,5.419844033034615,5.162442071200767,5.20798628937888,15.285375889405707,-1.762650271544123,0.2574019618338485,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
133,114,0.12945825836991348,0.9030813082660507,2,200.69721128707567,111.33173180583763,47.00586199081377,39.51215233274668,49.33128939432843,45.174405342996586,13.756475643616517,7.635460120839243,13.0,13.0,5.301797360773398,4.71251431922762,7.49370965806709,4.1568840513318435,6.121015522777274,0.5892830415457789,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,116,0.17071765659459398,1.0766393446820393,2,136.58269163006065,96.08131855605158,59.49486746190653,46.87952507045307,43.381354948776064,44.67346580444659,12.964589428830461,5.865760024407926,10.0,8.0,4.916930230690203,4.565194901200163,12.61534239145346,-1.2921108556705292,7.098829404422535,0.3517353294900398,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,125,0.17682206251482266,1.0999391996548806,2,101.47258622881904,161.10454825261198,48.19279359606276,38.13484942982549,58.14528275415376,50.85376224178485,12.342382854829626,9.24001434832238,11.0,14.0,4.619788675586362,5.082053522264921,10.057944166237263,7.291520512368912,3.102368506507247,-0.4622648466785595,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
139,119,0.2540676684586952,1.3556891573764982,2,195.57262183892917,248.78049287988378,39.8707218107373,32.08568250129266,72.98204242000293,58.774128451299184,12.89254349868498,8.78551160436422,8.0,11.0,5.275931777655358,5.516570952967587,7.785039309444642,14.207913968703743,4.107031894320759,-0.2406391753122297,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
140,172,0.2116020275886987,1.2232330235666125,2,150.81342887082434,156.2749411333131,46.8171107924429,37.03136708797919,68.74564681131181,56.92211495254369,13.154211998736816,12.766146725930108,10.0,11.0,5.016043502476598,5.051616899131279,9.785743704463705,11.823531858768128,0.388065272806708,-0.035573396654680754,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
141,127,0.13568672520382005,0.9312908201811607,1,178.45573106138409,170.6894608432205,53.28262305993542,43.71957773408344,39.02274546821457,42.84589190230166,14.61347100984788,7.76245905582762,13.0,16.0,5.184340565202952,5.13984588708135,9.56304532585198,-3.8231464340870858,6.85101195402026,0.04449467812160144,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,186,0.050576021909810004,0.45310852929076606,2,423.26441769114825,90.03502195092935,26.91787861650623,26.438278614414116,67.18998011585201,57.62667164018981,9.638462327572238,12.786063941716526,12.0,8.0,6.047997084676777,4.5001987274258415,0.47960000209211273,9.563308475662197,-3.1476016141442873,1.5477983572509355,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
145,100,-0.003561722965482607,-0.04120351896728836,1,193.47706481552353,141.04310329552433,49.60007521182748,41.03152705550875,33.372792436441514,39.061959763038324,15.49219121824537,6.057792046226788,12.0,17.0,5.265158977359678,4.949065540793699,8.568548156318734,-5.6891673265968095,9.434399172018583,0.3160934365659794,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
147,115,0.06492275736806395,0.5514633614107122,2,89.51838593620964,216.2549464726056,54.07464616626041,44.508440218767426,56.62263768259204,49.87185876028603,12.422006433549692,7.868951643231403,9.0,12.0,4.494444033637925,5.376458019412146,9.566205947492982,6.7507789223060115,4.5530547903182885,-0.882013985774221,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
149,112,0.2477818206989505,1.3371550525860363,4,346.22412130339944,303.50365662393943,30.828663459505872,29.477519600142813,65.51939246137339,54.27090997097435,16.43029328916309,10.091468513020994,19.0,21.0,5.847086314790402,5.715393658611289,1.3511438593630594,11.248482490399034,6.338824776142095,0.13169265617911288,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
153,114,0.15371342441060004,1.0087187537590905,2,187.4761515212256,111.33173180583763,48.51868293810972,39.51215233274668,45.02867000231176,45.174405342996586,17.14191659940555,7.635460120839243,17.0,13.0,5.233651645434095,4.71251431922762,9.00653060536304,-0.14573534068482275,9.506456478566308,0.521137326206475,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,127,0.0931259917252797,0.7204840531429593,4,203.03089979041374,170.6894608432205,54.63042539343751,43.71957773408344,47.17296972646024,42.84589190230166,16.114717619704436,7.76245905582762,15.0,16.0,5.313358183174475,5.13984588708135,10.910847659354076,4.327077824158579,8.352258563876816,0.17351229609312444,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,116,0.1685963691791319,1.0684138206232556,1,84.77480685595508,96.08131855605158,58.31087189380132,46.87952507045307,47.34747958550562,44.67346580444659,13.75164655230337,5.865760024407926,7.0,8.0,4.439998409695395,4.565194901200163,11.43134682334825,2.674013781059024,7.885886527895444,-0.1251964915047681,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,118,0.19119901861364363,1.1527602048786598,3,167.20639994937477,254.427418127064,25.602727807489114,23.3422051597369,60.78414655013102,52.75305768009418,15.287891093710837,9.862941272249397,12.0,18.0,5.119228977127227,5.5390156013152865,2.2605226477522145,8.03108887003684,5.424949821461439,-0.41978662418805945,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
157,112,0.18743050702983668,1.1391822235855538,4,305.53221401254103,303.50365662393943,35.40067559836343,29.477519600142813,65.84482869290123,54.27090997097435,16.03195890432099,10.091468513020994,18.0,21.0,5.722055219902083,5.715393658611289,5.923155998220615,11.57391872192688,5.940490391299997,0.006661561290794562,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
158,142,0.09021977755826317,0.7043298272094045,2,187.20944426370124,156.86006661122815,51.89398243245463,41.281674080248955,50.71737778406432,48.09466480584996,15.527052852421898,10.471977760968679,15.0,14.0,5.2322280128975365,5.055354112438441,10.612308352205673,2.6227129782143592,5.055075091453219,0.17687390045909493,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
161,127,0.2099430214452901,1.2176846388890317,3,153.14711737416243,170.6894608432205,56.283586523994764,43.71957773408344,41.48273949182112,42.84589190230166,16.628724644296554,7.76245905582762,14.0,16.0,5.03139901086307,5.13984588708135,12.564008789911327,-1.363152410480538,8.866265588468934,-0.10844687621828016,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,192,0.10696601540093893,0.7940243395217182,2,305.5607897901329,176.7450451543414,22.26265859015632,21.401978473176335,63.750574504348634,54.84840467254335,13.092468395165062,15.418637882947975,11.0,11.0,5.72214874339993,5.174708271310715,0.8606801169799851,8.902169831805281,-2.326169487782913,0.547440472089215,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
164,203,0.10983177970423917,0.8085986869715553,2,263.14481058456346,127.61308042147402,22.96611032451841,23.48646112461904,50.14338425392746,47.81213898471616,17.523703392383986,15.65646880676856,17.0,11.0,5.5727044912350685,4.8490028767968605,-0.5203508001006298,2.3312452692113013,1.8672345856154262,0.7237016144382087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
