truth_index,truth_law,truth_state,delta,topology,budget,greedy_utility,optimal_utility,greedy_over_optimal,additive_gap,greedy_panel,one_optimal_panel
24,P01,1000,0.0,law_clique_x_q4,1,127,127,1.0,0,0011,1100
24,P01,1000,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0011,1000 1100
24,P01,1000,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0011,1000 1001 1100
24,P01,1000,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1100
24,P01,1000,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
25,P01,1001,0.0,law_clique_x_q4,1,127,127,1.0,0,0010,1101
25,P01,1001,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0010,1001 1101
25,P01,1001,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1101
25,P01,1001,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1011 1101
25,P01,1001,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
26,P01,1010,0.0,law_clique_x_q4,1,127,127,1.0,0,0001,1110
26,P01,1010,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1010 1110
26,P01,1010,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1010 1011 1110
26,P01,1010,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1010 1011 1110
26,P01,1010,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
27,P01,1011,0.0,law_clique_x_q4,1,127,127,1.0,0,0000,1111
27,P01,1011,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1011 1111
27,P01,1011,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1010 1011 1111
27,P01,1011,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1001 1010 1011 1111
27,P01,1011,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
28,P01,1100,0.0,law_clique_x_q4,1,127,127,1.0,0,0000,1000
28,P01,1100,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1000 1100
28,P01,1100,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1100 1101
28,P01,1100,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1100 1101 1110
28,P01,1100,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1100 1101 1110 1111
29,P01,1101,0.0,law_clique_x_q4,1,127,127,1.0,0,0000,1001
29,P01,1101,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1001 1101
29,P01,1101,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1001 1100 1101
29,P01,1101,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1001 1100 1101 1111
29,P01,1101,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
30,P01,1110,0.0,law_clique_x_q4,1,127,127,1.0,0,0000,1010
30,P01,1110,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1010 1110
30,P01,1110,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1010 1110 1111
30,P01,1110,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1010 1100 1110 1111
30,P01,1110,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1010 1100 1101 1110 1111
31,P01,1111,0.0,law_clique_x_q4,1,127,127,1.0,0,0000,1011
31,P01,1111,0.0,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1011 1111
31,P01,1111,0.0,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1011 1110 1111
31,P01,1111,0.0,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1011 1101 1110 1111
31,P01,1111,0.0,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
16,P01,0000,1e-05,complete_survivor,1,127,127,1.0,0,0100,0100
16,P01,0000,1e-05,complete_survivor,2,127,127,1.0,0,0000 0100,0000 0100
16,P01,0000,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,0000 0001 0100
16,P01,0000,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,0000 0001 0010 0100
16,P01,0000,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
17,P01,0001,1e-05,complete_survivor,1,127,127,1.0,0,0100,0101
17,P01,0001,1e-05,complete_survivor,2,127,127,1.0,0,0000 0100,0001 0101
17,P01,0001,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,0000 0001 0101
17,P01,0001,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,0000 0001 0011 0101
17,P01,0001,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
18,P01,0010,1e-05,complete_survivor,1,127,127,1.0,0,0100,0110
18,P01,0010,1e-05,complete_survivor,2,127,127,1.0,0,0000 0100,0010 0110
18,P01,0010,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,0010 0011 0110
18,P01,0010,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,0000 0010 0011 0110
18,P01,0010,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
19,P01,0011,1e-05,complete_survivor,1,127,127,1.0,0,0100,0111
19,P01,0011,1e-05,complete_survivor,2,127,127,1.0,0,0000 0100,0011 0111
19,P01,0011,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0100,0010 0011 0111
19,P01,0011,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0100,0001 0010 0011 0111
19,P01,0011,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
20,P01,0100,1e-05,complete_survivor,1,127,127,1.0,0,0000,0000
20,P01,0100,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0000 0100
20,P01,0100,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0000 0100 0101
20,P01,0100,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0000 0100 0101 0110
20,P01,0100,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
21,P01,0101,1e-05,complete_survivor,1,127,127,1.0,0,0000,0001
21,P01,0101,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0001 0101
21,P01,0101,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0001 0100 0101
21,P01,0101,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0001 0100 0101 0111
21,P01,0101,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
22,P01,0110,1e-05,complete_survivor,1,127,127,1.0,0,0000,0010
22,P01,0110,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0010 0110
22,P01,0110,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0010 0110 0111
22,P01,0110,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0010 0100 0110 0111
22,P01,0110,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
23,P01,0111,1e-05,complete_survivor,1,127,127,1.0,0,0000,0011
23,P01,0111,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,0011 0111
23,P01,0111,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,0011 0110 0111
23,P01,0111,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,0011 0101 0110 0111
23,P01,0111,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
24,P01,1000,1e-05,complete_survivor,1,127,127,1.0,0,0011,1100
24,P01,1000,1e-05,complete_survivor,2,127,127,1.0,0,0000 0011,1000 1100
24,P01,1000,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0011,1000 1001 1100
24,P01,1000,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1100
24,P01,1000,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
25,P01,1001,1e-05,complete_survivor,1,127,127,1.0,0,0010,1101
25,P01,1001,1e-05,complete_survivor,2,127,127,1.0,0,0000 0010,1001 1101
25,P01,1001,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1000 1001 1101
25,P01,1001,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1011 1101
25,P01,1001,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
26,P01,1010,1e-05,complete_survivor,1,127,127,1.0,0,0001,1110
26,P01,1010,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1010 1110
26,P01,1010,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1010 1011 1110
26,P01,1010,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1010 1011 1110
26,P01,1010,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
27,P01,1011,1e-05,complete_survivor,1,127,127,1.0,0,0000,1111
27,P01,1011,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1011 1111
27,P01,1011,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1010 1011 1111
27,P01,1011,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1001 1010 1011 1111
27,P01,1011,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
28,P01,1100,1e-05,complete_survivor,1,127,127,1.0,0,0000,1000
28,P01,1100,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1000 1100
28,P01,1100,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1000 1100 1101
28,P01,1100,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1000 1100 1101 1110
28,P01,1100,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1100 1101 1110 1111
29,P01,1101,1e-05,complete_survivor,1,127,127,1.0,0,0000,1001
29,P01,1101,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1001 1101
29,P01,1101,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1001 1100 1101
29,P01,1101,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1001 1100 1101 1111
29,P01,1101,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
30,P01,1110,1e-05,complete_survivor,1,127,127,1.0,0,0000,1010
30,P01,1110,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1010 1110
30,P01,1110,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1010 1110 1111
30,P01,1110,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1010 1100 1110 1111
30,P01,1110,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1010 1100 1101 1110 1111
31,P01,1111,1e-05,complete_survivor,1,127,127,1.0,0,0000,1011
31,P01,1111,1e-05,complete_survivor,2,127,127,1.0,0,0000 0001,1011 1111
31,P01,1111,1e-05,complete_survivor,3,127,127,1.0,0,0000 0001 0010,1011 1110 1111
31,P01,1111,1e-05,complete_survivor,4,127,127,1.0,0,0000 0001 0010 0011,1011 1101 1110 1111
31,P01,1111,1e-05,complete_survivor,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
16,P01,0000,1e-05,law_mst_x_q4,1,127,127,1.0,0,0001,0001
16,P01,0000,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
16,P01,0000,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0010
16,P01,0000,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
16,P01,0000,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
17,P01,0001,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0000
17,P01,0001,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0000 0001
17,P01,0001,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0001 0011
17,P01,0001,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
17,P01,0001,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
18,P01,0010,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0011
18,P01,0010,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
18,P01,0010,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0010 0011
18,P01,0010,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
18,P01,0010,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
19,P01,0011,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0010
19,P01,0011,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0010 0011
19,P01,0011,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0001 0010 0011
19,P01,0011,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0001 0010 0011
19,P01,0011,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
20,P01,0100,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0101
20,P01,0100,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
20,P01,0100,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0110
20,P01,0100,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
20,P01,0100,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
21,P01,0101,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0100
21,P01,0101,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0100 0101
21,P01,0101,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0101 0111
21,P01,0101,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
21,P01,0101,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
22,P01,0110,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0111
22,P01,0110,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0110 0111
22,P01,0110,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0100 0110 0111
22,P01,0110,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
22,P01,0110,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
23,P01,0111,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,0110
23,P01,0111,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,0110 0111
23,P01,0111,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,0101 0110 0111
23,P01,0111,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0100 0101 0110 0111
23,P01,0111,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
24,P01,1000,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1001
24,P01,1000,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
24,P01,1000,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1010
24,P01,1000,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
24,P01,1000,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
25,P01,1001,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1000
25,P01,1001,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1000 1001
25,P01,1001,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1011
25,P01,1001,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
25,P01,1001,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
26,P01,1010,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1011
26,P01,1010,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
26,P01,1010,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1010 1011
26,P01,1010,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
26,P01,1010,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
27,P01,1011,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1010
27,P01,1011,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1010 1011
27,P01,1011,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1001 1010 1011
27,P01,1011,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1011
27,P01,1011,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
28,P01,1100,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1101
28,P01,1100,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1100 1101
28,P01,1100,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1100 1101 1110
28,P01,1100,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1100 1101 1110 1111
28,P01,1100,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1100 1101 1110 1111
29,P01,1101,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1100
29,P01,1101,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1100 1101
29,P01,1101,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1100 1101 1111
29,P01,1101,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1100 1101 1110 1111
29,P01,1101,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1001 1100 1101 1110 1111
30,P01,1110,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1111
30,P01,1110,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1110 1111
30,P01,1110,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1100 1110 1111
30,P01,1110,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1100 1101 1110 1111
30,P01,1110,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1010 1100 1101 1110 1111
31,P01,1111,1e-05,law_mst_x_q4,1,127,127,1.0,0,0000,1110
31,P01,1111,1e-05,law_mst_x_q4,2,127,127,1.0,0,0000 0001,1110 1111
31,P01,1111,1e-05,law_mst_x_q4,3,127,127,1.0,0,0000 0001 0010,1101 1110 1111
31,P01,1111,1e-05,law_mst_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1100 1101 1110 1111
31,P01,1111,1e-05,law_mst_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1011 1100 1101 1110 1111
16,P01,0000,1e-05,law_clique_x_q4,1,127,127,1.0,0,0100,0100
16,P01,0000,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,0000 0100
16,P01,0000,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,0000 0001 0100
16,P01,0000,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,0000 0001 0010 0100
16,P01,0000,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0100
17,P01,0001,1e-05,law_clique_x_q4,1,127,127,1.0,0,0100,0101
17,P01,0001,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,0001 0101
17,P01,0001,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,0000 0001 0101
17,P01,0001,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,0000 0001 0011 0101
17,P01,0001,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0101
18,P01,0010,1e-05,law_clique_x_q4,1,127,127,1.0,0,0100,0110
18,P01,0010,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,0010 0110
18,P01,0010,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,0010 0011 0110
18,P01,0010,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,0000 0010 0011 0110
18,P01,0010,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0110
19,P01,0011,1e-05,law_clique_x_q4,1,127,127,1.0,0,0100,0111
19,P01,0011,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0100,0011 0111
19,P01,0011,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0100,0010 0011 0111
19,P01,0011,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0100,0001 0010 0011 0111
19,P01,0011,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0001 0010 0011 0111
20,P01,0100,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0000
20,P01,0100,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0000 0100
20,P01,0100,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0000 0100 0101
20,P01,0100,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0000 0100 0101 0110
20,P01,0100,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0000 0100 0101 0110 0111
21,P01,0101,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0001
21,P01,0101,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0001 0101
21,P01,0101,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0001 0100 0101
21,P01,0101,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0001 0100 0101 0111
21,P01,0101,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0001 0100 0101 0110 0111
22,P01,0110,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0010
22,P01,0110,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0010 0110
22,P01,0110,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0010 0110 0111
22,P01,0110,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0010 0100 0110 0111
22,P01,0110,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0010 0100 0101 0110 0111
23,P01,0111,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,0011
23,P01,0111,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,0011 0111
23,P01,0111,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,0011 0110 0111
23,P01,0111,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,0011 0101 0110 0111
23,P01,0111,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,0011 0100 0101 0110 0111
24,P01,1000,1e-05,law_clique_x_q4,1,127,127,1.0,0,0011,1100
24,P01,1000,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0011,1000 1100
24,P01,1000,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0011,1000 1001 1100
24,P01,1000,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1010 1100
24,P01,1000,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1100
25,P01,1001,1e-05,law_clique_x_q4,1,127,127,1.0,0,0010,1101
25,P01,1001,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0010,1001 1101
25,P01,1001,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1001 1101
25,P01,1001,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1001 1011 1101
25,P01,1001,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1101
26,P01,1010,1e-05,law_clique_x_q4,1,127,127,1.0,0,0001,1110
26,P01,1010,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1010 1110
26,P01,1010,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1010 1011 1110
26,P01,1010,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1010 1011 1110
26,P01,1010,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1110
27,P01,1011,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,1111
27,P01,1011,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1011 1111
27,P01,1011,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1010 1011 1111
27,P01,1011,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1001 1010 1011 1111
27,P01,1011,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1001 1010 1011 1111
28,P01,1100,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,1000
28,P01,1100,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1000 1100
28,P01,1100,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1000 1100 1101
28,P01,1100,1e-05,law_clique_x_q4,4,127,127,1.0,0,0000 0001 0010 0011,1000 1100 1101 1110
28,P01,1100,1e-05,law_clique_x_q4,5,127,127,1.0,0,0000 0001 0010 0011 0100,1000 1100 1101 1110 1111
29,P01,1101,1e-05,law_clique_x_q4,1,127,127,1.0,0,0000,1001
29,P01,1101,1e-05,law_clique_x_q4,2,127,127,1.0,0,0000 0001,1001 1101
29,P01,1101,1e-05,law_clique_x_q4,3,127,127,1.0,0,0000 0001 0010,1001 1100 1101
