test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,replicate,direction_seed
01,random_forest,0.05967322790545426,0.0348311173654684,-0.024842110539985862,0.0015400184018383332,0.0015602283522519553,0.0016351059487261226,True,True,10,20260840
01,extra_trees,0.10161438798998135,0.1053998991970041,0.0037855112070227515,0.0015052821223034722,0.0015021073844104292,0.0016351059487261226,True,True,10,20260840
02,random_forest,0.11143039143354139,0.09113845414429222,-0.020291937289249162,0.0012625042274189617,0.0012768385249221127,0.0013947078830882928,True,True,10,20260840
02,extra_trees,0.22649059211917055,0.1894266380209345,-0.03706395409823604,0.001177931168530956,0.001205822205126464,0.0013947078830882928,True,True,10,20260840
01,random_forest,0.050097867578220545,0.13928777865566322,0.08918991107744267,0.0016775539446558802,0.0015968570795602106,0.0017655150813733055,True,True,11,20260841
01,extra_trees,0.0785014246223924,0.1909985497291341,0.1124971251067417,0.0016522828584860003,0.001548145281073399,0.0017655150813733055,True,True,11,20260841
02,random_forest,0.03033234302481902,0.10023039173273873,0.06989804870791971,0.0013302322835830078,0.001281391056351759,0.0014068782716604724,True,True,11,20260841
02,extra_trees,0.13959426399999775,0.20891814756011995,0.0693238835601222,0.001253047911680004,0.0012015082009846332,0.0014068782716604724,True,True,11,20260841
01,random_forest,0.048670725326826036,0.14743508813388795,0.09876436280706191,0.0016538199116758786,0.0015656205504449346,0.0017411282248056272,True,True,12,20260842
01,extra_trees,0.04484585019041254,0.17489382002457332,0.13004796983416078,0.0016571412166182344,0.001540202080895551,0.0017411282248056272,True,True,12,20260842
02,random_forest,0.04624788864831464,0.07316119306088209,0.02691330441256745,0.0013480888659106853,0.0013289323403520357,0.0014359470072453746,True,True,12,20260842
02,extra_trees,0.15000232821856452,0.1744607765111792,0.024458448292614676,0.001272651910158293,0.0012542081596241797,0.0014359470072453746,True,True,12,20260842
01,random_forest,0.0005474521834166746,0.07221528617992079,0.07166783399650412,0.0017111709611747348,0.001648678286727371,0.0017564263585622345,True,True,13,20260843
01,extra_trees,0.049163629125110186,0.1629022556108466,0.1137386264857364,0.001669034080480602,0.001566031154817079,0.0017564263585622345,True,True,13,20260843
02,random_forest,0.029095519452436935,0.07312323151449862,0.044027712062061686,0.001310283600436707,0.0012802301513528062,0.0013869448875355199,True,True,13,20260843
02,extra_trees,0.14021198779317012,0.20008245921946666,0.059870471426296534,0.0012330274513184048,0.0011893225760750909,0.0013869448875355199,True,True,13,20260843
01,random_forest,0.1858799551712932,0.2469512851539103,0.061071329982617106,0.0014155211701963723,0.0013613935255586576,0.0016176017322624167,True,True,14,20260844
01,extra_trees,0.11915271519421622,0.2482285890036805,0.12907587380946428,0.0014723886297213357,0.0013602384534105475,0.0016176017322624167,True,True,14,20260844
02,random_forest,0.16934685054947796,0.15295656284907266,-0.016390287700405293,0.0012743245021334217,0.0012868354503244863,0.0014527289265394005,True,True,14,20260844
02,extra_trees,0.23362573839125944,0.23544965649660377,0.0018239181053443243,0.0012240259661969852,0.001222568549678068,0.0014527289265394005,True,True,14,20260844
