test_sequence,estimator,r2_s,r2_s_plus_h,delta_r2,rmse_s,rmse_s_plus_h,naive_rmse,s_fold_pass,sh_fold_pass,replicate,direction_seed
01,random_forest,0.008035561026489613,0.07959442426399888,0.07155886323750926,0.0016665280662930388,0.0016052925894862666,0.0017186184514189349,True,True,5,20260835
01,extra_trees,0.05983387023211828,0.13851627189281834,0.07868240166070006,0.0016224334103857522,0.001553059590474701,0.0017186184514189349,True,True,5,20260835
02,random_forest,0.03173779444812852,0.06939388369826116,0.03765608925013264,0.0013010580857428225,0.0012755078836206046,0.0013791565721144924,True,True,5,20260835
02,extra_trees,0.15839868394974455,0.2046616921116946,0.04626300816195006,0.001212979326268982,0.001179169253175767,0.0013791565721144924,True,True,5,20260835
01,random_forest,0.0636074524651089,0.19562658764460206,0.13201913517949315,0.0016220791547632981,0.0015033909184035755,0.001720938972945735,True,True,6,20260836
01,extra_trees,0.04613241347493979,0.20314789842918568,0.1570154849542459,0.0016371448811840763,0.0014963456660702984,0.001720938972945735,True,True,6,20260836
02,random_forest,0.07284539696096215,0.12131657111135641,0.04847117415039426,0.001335840207991979,0.0013004529674179937,0.0014409837367750282,True,True,6,20260836
02,extra_trees,0.1457808687111941,0.1752911964754108,0.029510327764216693,0.0012822215710145627,0.0012598787393567027,0.0014409837367750282,True,True,6,20260836
01,random_forest,0.19787406239981686,0.2226806081335434,0.024806545733726537,0.0013866027197785115,0.0013649932974605613,0.001596936385298264,True,True,7,20260837
01,extra_trees,0.1509295072589809,0.2363901230552139,0.08546061579623299,0.0014266013870050524,0.0013529026153295523,0.001596936385298264,True,True,7,20260837
02,random_forest,0.16756756896568292,0.14753521108763856,-0.02003235787804436,0.001265647150405553,0.0012807854184098246,0.0014413734010994977,True,True,7,20260837
02,extra_trees,0.2437270594850709,0.2580659232279251,0.014338863742854202,0.0012063613944293952,0.0011948704175959643,0.0014413734010994977,True,True,7,20260837
01,random_forest,-0.020143043173539654,0.0966040388919358,0.11674708206547546,0.0017380883586227765,0.0016356123718752496,0.001765237466204469,False,True,8,20260838
01,extra_trees,0.0419063602685672,0.1793082626281678,0.1374019023596006,0.0016844002344373749,0.0015589469804108034,0.001765237466204469,True,True,8,20260838
02,random_forest,0.0012016602890271288,0.05858547743373621,0.05738381714470908,0.0013526009055479387,0.0013131707929777618,0.0014094297149285426,True,True,8,20260838
02,extra_trees,0.1312441419302789,0.19075063405213522,0.059506492121856325,0.0012614778841626996,0.001217508359700965,0.0014094297149285426,True,True,8,20260838
01,random_forest,0.036191908325528876,0.12018410031778115,0.08399219199225227,0.001688555002202801,0.001613302588822832,0.0017647004753838316,True,True,9,20260839
01,extra_trees,0.06209908468271985,0.18336288654668065,0.1212638018639608,0.0016657062201380804,0.0015542987018827082,0.0017647004753838316,True,True,9,20260839
02,random_forest,0.030369049144174265,0.08451249469863453,0.05414344555446027,0.0013250877855118409,0.0012875604455601661,0.001402403404206463,True,True,9,20260839
02,extra_trees,0.14858568774990188,0.2231687629191863,0.07458307516928442,0.001241686298833414,0.0011860548018096378,0.001402403404206463,True,True,9,20260839
